#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_AP018515.1	120729	121664	-	-	-	AcetOrient_RS00480	WP_048841664.1	311	HlyC/CorC family transporter
chr	NZ_AP018515.1	121661	122200	-	-	ybeY	AcetOrient_RS00485	WP_048841665.1	179	rRNA maturation RNase YbeY
chr	NZ_AP018515.1	122184	123260	-	-	-	AcetOrient_RS00490	WP_048841820.1	358	PhoH family protein
chr	NZ_AP018515.1	123293	124678	-	-	miaB	AcetOrient_RS00495	WP_048841666.1	461	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
chr	NZ_AP018515.1	124634	124882	+	-	-	AcetOrient_RS00500	WP_126621018.1	82	hypothetical protein
chr	NZ_AP018515.1	124862	125935	-	-	-	AcetOrient_RS00505	WP_048841668.1	357	1-acyl-sn-glycerol-3-phosphate acyltransferase
chr	NZ_AP018515.1	126233	128155	+	-	-	AcetOrient_RS00510	WP_048841821.1	640	outer membrane protein assembly factor
chr	NZ_AP018515.1	128155	132561	+	-	-	AcetOrient_RS00515	WP_048841669.1	1468	DUF490 domain-containing protein
chr	NZ_AP018515.1	132729	133535	-	-	xth	AcetOrient_RS00520	WP_048841670.1	268	exodeoxyribonuclease III
chr	NZ_AP018515.1	133646	134731	+	-	-	AcetOrient_RS00525	WP_048841671.1	361	membrane dipeptidase
chr	NZ_AP018515.1	134994	136910	+	-	uvrC	AcetOrient_RS00530	WP_126621019.1	638	excinuclease ABC subunit UvrC
chr	NZ_AP018515.1	137010	137579	+	-	pgsA	AcetOrient_RS00535	WP_048841672.1	189	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chr	NZ_AP018515.1	137749	138267	+	-	-	AcetOrient_RS00540	WP_048841823.1	172	hypothetical protein
chr	NZ_AP018515.1	138313	138615	+	-	moaD	AcetOrient_RS00545	WP_126621020.1	100	molybdopterin converting factor subunit 1
chr	NZ_AP018515.1	138581	139030	+	-	-	AcetOrient_RS00550	WP_048841674.1	149	molybdenum cofactor biosynthesis protein MoaE
chr	NZ_AP018515.1	139128	140417	-	-	-	AcetOrient_RS00555	WP_048841675.1	429	adenosylmethionine--8-amino-7-oxononanoate transaminase
chr	NZ_AP018515.1	140479	141675	+	-	-	AcetOrient_RS00560	WP_048841676.1	398	8-amino-7-oxononanoate synthase
chr	NZ_AP018515.1	141672	142349	+	-	-	AcetOrient_RS00565	WP_048841677.1	225	alpha/beta fold hydrolase
chr	NZ_AP018515.1	143949	144614	-	-	lexA	AcetOrient_RS00575	WP_048841679.1	221	transcriptional repressor LexA
chr	NZ_AP018515.1	144837	146147	+	-	-	AcetOrient_RS00580	WP_126621021.1	436	carbohydrate porin
chr	NZ_AP018515.1	146660	147859	-	-	-	AcetOrient_RS00585	WP_048841681.1	399	molybdopterin molybdotransferase MoeA
chr	NZ_AP018515.1	148001	148168	+	-	rpmG	AcetOrient_RS00590	WP_003623017.1	55	MULTISPECIES: 50S ribosomal protein L33
chr	NZ_AP018515.1	148252	148818	-	-	-	AcetOrient_RS00595	WP_048841682.1	188	hypothetical protein
chr	NZ_AP018515.1	149356	150633	-	-	-	AcetOrient_RS00605	WP_048841684.1	425	phosphopyruvate hydratase
chr	NZ_AP018515.1	150827	151303	+	-	-	AcetOrient_RS00610	WP_048841685.1	158	DUF3429 domain-containing protein
chr	NZ_AP018515.1	152472	152669	+	-	thiS	AcetOrient_RS00620	WP_048841687.1	65	sulfur carrier protein ThiS
chr	NZ_AP018515.1	152673	153449	+	-	-	AcetOrient_RS00625	WP_048841688.1	258	thiazole synthase
chr	NZ_AP018515.1	153446	154054	+	-	-	AcetOrient_RS00630	WP_048841689.1	202	thiamine phosphate synthase
chr	NZ_AP018515.1	156282	156593	+	-	-	AcetOrient_RS00640	WP_048841691.1	103	succinate dehydrogenase assembly factor 2
chr	NZ_AP018515.1	156590	160060	+	-	mfd	AcetOrient_RS00645	WP_048841692.1	1156	transcription-repair coupling factor
chr	NZ_AP018515.1	160175	164065	+	-	-	AcetOrient_RS00650	WP_126621022.1	1296	hypothetical protein
chr	NZ_AP018515.1	164140	165018	-	-	-	AcetOrient_RS00655	WP_126621023.1	292	hypothetical protein
chr	NZ_AP018515.1	165185	166159	+	-	-	AcetOrient_RS00660	WP_048841695.1	324	bile acid:sodium symporter
chr	NZ_AP018515.1	166164	167633	+	-	-	AcetOrient_RS00665	WP_048841696.1	489	cytochrome d ubiquinol oxidase subunit I
chr	NZ_AP018515.1	167622	169562	-	-	cobT	AcetOrient_RS00670	WP_048841697.1	646	cobaltochelatase subunit CobT
chr	NZ_AP018515.1	169591	170598	-	-	-	AcetOrient_RS00675	WP_048841698.1	335	cobalamin biosynthesis protein CobS
chr	NZ_AP018515.1	170696	171304	-	-	-	AcetOrient_RS00680	WP_048841699.1	202	molecular chaperone DnaJ
chr	NZ_AP018515.1	172256	172945	-	-	lipB	AcetOrient_RS00695	WP_048841702.1	229	lipoyl(octanoyl) transferase LipB
chr	NZ_AP018515.1	173408	174292	+	-	galU	AcetOrient_RS00705	WP_048841703.1	294	UTP--glucose-1-phosphate uridylyltransferase GalU
chr	NZ_AP018515.1	174401	175417	+	-	moaA	AcetOrient_RS00710	WP_048841704.1	338	GTP 3\',8-cyclase MoaA
chr	NZ_AP018515.1	175423	176304	-	-	-	AcetOrient_RS00715	WP_048841705.1	293	methyltransferase domain-containing protein
chr	NZ_AP018515.1	176385	177164	+	-	-	AcetOrient_RS00720	WP_048841825.1	259	ComF family protein
chr	NZ_AP018515.1	177232	177492	+	-	grxC	AcetOrient_RS00725	WP_048841706.1	86	glutaredoxin 3
chr	NZ_AP018515.1	177546	178004	+	-	-	AcetOrient_RS00730	WP_048841707.1	152	DUF1178 family protein
chr	NZ_AP018515.1	178063	178548	+	-	-	AcetOrient_RS00735	WP_052946417.1	161	DUF2147 domain-containing protein
chr	NZ_AP018515.1	178585	179847	+	-	-	AcetOrient_RS00740	WP_048841827.1	420	lactonase family protein
chr	NZ_AP018515.1	179850	180590	-	-	ubiG	AcetOrient_RS00745	WP_048841708.1	246	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
chr	NZ_AP018515.1	180765	182018	+	-	-	AcetOrient_RS00750	WP_048841709.1	417	aspartate kinase
chr	NZ_AP018515.1	184468	185628	+	-	-	AcetOrient_RS00765	WP_126621024.1	386	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
chr	NZ_AP018515.1	185748	187016	+	-	-	AcetOrient_RS00770	WP_048841712.1	422	histidine--tRNA ligase
chr	NZ_AP018515.1	188112	188450	-	-	-	AcetOrient_RS00780	WP_126621509.1	112	hypothetical protein
chr	NZ_AP018515.1	188568	189512	+	-	prmC	AcetOrient_RS00785	WP_084594486.1	314	peptide chain release factor N(5)-glutamine methyltransferase
chr	NZ_AP018515.1	189754	190209	+	-	-	AcetOrient_RS00790	WP_048841714.1	151	DUF4167 domain-containing protein
chr	NZ_AP018515.1	190918	191376	-	-	-	AcetOrient_RS00800	WP_048841715.1	152	MCE family protein
chr	NZ_AP018515.1	191504	192352	+	-	-	AcetOrient_RS00805	WP_048841716.1	282	undecaprenyl-diphosphate phosphatase
chr	NZ_AP018515.1	192485	194032	+	-	-	AcetOrient_RS00810	WP_048841717.1	515	amino acid permease
chr	NZ_AP018515.1	195130	195708	-	-	-	AcetOrient_RS00820	WP_048841831.1	192	hypothetical protein
chr	NZ_AP018515.1	196907	197794	+	-	-	AcetOrient_RS00830	WP_048841720.1	295	hypothetical protein
chr	NZ_AP018515.1	197803	199011	+	-	-	AcetOrient_RS00835	WP_048841721.1	402	D-alanyl-D-alanine carboxypeptidase
chr	NZ_AP018515.1	199015	199653	+	-	tmk	AcetOrient_RS00840	WP_048841722.1	212	dTMP kinase
chr	NZ_AP018515.1	199650	200606	+	-	-	AcetOrient_RS00845	WP_126621510.1	318	DNA polymerase III subunit delta\'
chr	NZ_AP018515.1	200603	202141	+	-	-	AcetOrient_RS00850	WP_048841724.1	512	methionine--tRNA ligase
chr	NZ_AP018515.1	202145	202945	+	-	-	AcetOrient_RS00855	WP_048841725.1	266	TatD family deoxyribonuclease
chr	NZ_AP018515.1	202964	203755	+	-	-	AcetOrient_RS00860	WP_048841726.1	263	MBL fold metallo-hydrolase
chr	NZ_AP018515.1	203812	204723	-	-	-	AcetOrient_RS00865	WP_048841727.1	303	alpha/beta hydrolase
chr	NZ_AP018515.1	204889	205767	-	-	-	AcetOrient_RS00870	WP_048841728.1	292	universal stress protein UspA
chr	NZ_AP018515.1	205808	206446	-	-	pdxH	AcetOrient_RS00875	WP_048841729.1	212	pyridoxamine 5\'-phosphate oxidase
chr	NZ_AP018515.1	206733	207572	+	-	fabI	AcetOrient_RS00880	WP_048841730.1	279	enoyl
chr	NZ_AP018515.1	208657	209088	-	-	-	AcetOrient_RS00890	WP_048841732.1	143	OsmC family peroxiredoxin
chr	NZ_AP018515.1	209365	210861	+	-	-	AcetOrient_RS00895	WP_048841734.1	498	malate:quinone oxidoreductase
chr	NZ_AP018515.1	211129	211653	-	-	-	AcetOrient_RS00900	WP_048841735.1	174	6-pyruvoyltetrahydropterin synthase
chr	NZ_AP018515.1	211646	212377	-	-	queC	AcetOrient_RS00905	WP_048841736.1	243	7-cyano-7-deazaguanine synthase QueC
chr	NZ_AP018515.1	212380	213015	-	-	queE	AcetOrient_RS00910	WP_048841737.1	211	7-carboxy-7-deazaguanine synthase
chr	NZ_AP018515.1	213031	214050	-	-	bioB	AcetOrient_RS00915	WP_048841738.1	339	biotin synthase BioB
chr	NZ_AP018515.1	214257	214538	+	-	-	AcetOrient_RS00920	WP_084594487.1	93	DUF333 domain-containing protein
chr	NZ_AP018515.1	215053	215739	+	-	-	AcetOrient_RS00925	WP_048841740.1	228	phosphoadenylyl-sulfate reductase
chr	NZ_AP018515.1	216614	218494	+	-	cysC	AcetOrient_RS00935	WP_048841742.1	626	adenylyl-sulfate kinase
chr	NZ_AP018515.1	218641	219492	+	-	cysT	AcetOrient_RS00940	WP_048841743.1	283	sulfate ABC transporter permease subunit CysT
chr	NZ_AP018515.1	219489	220292	+	-	-	AcetOrient_RS00945	WP_048841744.1	267	sulfate ABC transporter permease subunit
chr	NZ_AP018515.1	220289	221362	+	-	-	AcetOrient_RS00950	WP_048841745.1	357	ATP-binding cassette domain-containing protein
chr	NZ_AP018515.1	221510	221857	+	-	-	AcetOrient_RS00955	WP_048841746.1	115	DUF2849 domain-containing protein
chr	NZ_AP018515.1	221902	223596	+	-	-	AcetOrient_RS00960	WP_048841747.1	564	nitrite/sulfite reductase
chr	NZ_AP018515.1	223583	224074	+	-	-	AcetOrient_RS00965	WP_048841748.1	163	DUF934 domain-containing protein
chr	NZ_AP018515.1	224216	226105	+	-	-	AcetOrient_RS00970	WP_084594492.1	629	DUF374 domain-containing protein
chr	NZ_AP018515.1	226102	227100	+	-	lpxK	AcetOrient_RS00975	WP_048841750.1	332	tetraacyldisaccharide 4\'-kinase
chr	NZ_AP018515.1	228115	228912	+	-	-	AcetOrient_RS00985	WP_048841752.1	265	myo-inositol-1-monophosphatase
chr	NZ_AP018515.1	229008	229856	+	-	-	AcetOrient_RS00990	WP_048841753.1	282	hypothetical protein
chr	NZ_AP018515.1	229924	230895	-	-	mltG	AcetOrient_RS00995	WP_048841754.1	323	endolytic transglycosylase MltG
chr	NZ_AP018515.1	230938	232224	-	-	fabF	AcetOrient_RS01000	WP_084594488.1	428	beta-ketoacyl
chr	NZ_AP018515.1	232307	232546	-	-	-	AcetOrient_RS01005	WP_006557907.1	79	MULTISPECIES: acyl carrier protein
chr	NZ_AP018515.1	232817	233560	-	-	fabG	AcetOrient_RS01010	WP_048841757.1	247	3-oxoacyl
chr	NZ_AP018515.1	233581	234525	-	-	fabD	AcetOrient_RS01015	WP_048841758.1	314	ACP S-malonyltransferase
chr	NZ_AP018515.1	234712	235263	-	-	-	AcetOrient_RS01020	WP_048841759.1	183	YdcF family protein
chr	NZ_AP018515.1	235271	236530	-	-	-	AcetOrient_RS01025	WP_048841760.1	419	class I SAM-dependent methyltransferase
chr	NZ_AP018515.1	236551	237300	-	-	-	AcetOrient_RS01030	WP_048841761.1	249	glycine/betaine ABC transporter substrate-binding protein
chr	NZ_AP018515.1	237545	237901	-	-	-	AcetOrient_RS01035	WP_048841832.1	118	hypothetical protein
chr	NZ_AP018515.1	239556	240263	+	-	-	AcetOrient_RS01045	WP_052946419.1	235	hypothetical protein
chr	NZ_AP018515.1	240353	240850	-	-	smpB	AcetOrient_RS01050	WP_048841763.1	165	SsrA-binding protein SmpB
chr	NZ_AP018515.1	241750	242646	-	-	-	AcetOrient_RS01060	WP_048841765.1	298	prephenate dehydratase
chr	NZ_AP018515.1	242643	243389	-	-	-	AcetOrient_RS01065	WP_048841766.1	248	3-deoxy-manno-octulosonate cytidylyltransferase
chr	NZ_AP018515.1	244960	246213	+	-	-	AcetOrient_RS01080	WP_048841769.1	417	phosphoglycerate dehydrogenase
chr	NZ_AP018515.1	246238	247737	+	-	-	AcetOrient_RS01085	WP_048841770.1	499	ATP-binding protein
chr	NZ_AP018515.1	247773	248978	-	-	metC	AcetOrient_RS01090	WP_048841771.1	401	cystathionine beta-lyase
chr	NZ_AP018515.1	248975	249826	-	-	-	AcetOrient_RS01095	WP_048841772.1	283	sulfurtransferase
chr	NZ_AP018515.1	250047	251135	+	-	-	AcetOrient_RS01100	WP_048841773.1	362	AI-2E family transporter
chr	NZ_AP018515.1	251135	251836	+	-	-	AcetOrient_RS01105	WP_084594489.1	233	endonuclease
chr	NZ_AP018515.1	251831	253246	-	-	cls	AcetOrient_RS01110	WP_084594493.1	471	cardiolipin synthase
chr	NZ_AP018515.1	253317	253706	+	-	-	AcetOrient_RS01115	WP_052946425.1	129	YraN family protein
chr	NZ_AP018515.1	253785	254087	-	-	-	AcetOrient_RS01120	WP_052946420.1	100	hypothetical protein
chr	NZ_AP018515.1	254162	254500	-	-	grxD	AcetOrient_RS01125	WP_048841776.1	112	Grx4 family monothiol glutaredoxin
chr	NZ_AP018515.1	254530	254760	-	-	-	AcetOrient_RS01130	WP_048841777.1	76	BolA family transcriptional regulator
chr	NZ_AP018515.1	254784	256982	-	-	purL	AcetOrient_RS01135	WP_048841778.1	732	phosphoribosylformylglycinamidine synthase subunit PurL
chr	NZ_AP018515.1	256979	257680	-	-	purQ	AcetOrient_RS01140	WP_048841779.1	233	phosphoribosylformylglycinamidine synthase subunit PurQ
chr	NZ_AP018515.1	257677	258051	-	-	-	AcetOrient_RS01145	WP_048841780.1	124	hypothetical protein
chr	NZ_AP018515.1	258048	258290	-	-	purS	AcetOrient_RS01150	WP_048841781.1	80	phosphoribosylformylglycinamidine synthase subunit PurS
chr	NZ_AP018515.1	258326	259093	-	-	-	AcetOrient_RS01155	WP_048841836.1	255	phosphoribosylaminoimidazolesuccinocarboxamide synthase
chr	NZ_AP018515.1	259220	260569	-	-	-	AcetOrient_RS01160	WP_048841782.1	449	adenylosuccinate lyase
chr	NZ_AP018515.1	260731	261342	+	-	-	AcetOrient_RS01165	WP_048841783.1	203	membrane protein
chr	NZ_AP018515.1	261427	263388	+	-	-	AcetOrient_RS01170	WP_126621025.1	653	lytic transglycosylase domain-containing protein
chr	NZ_AP018515.1	263388	263843	+	-	-	AcetOrient_RS01175	WP_048841785.1	151	phosphatidylglycerophosphatase A
chr	NZ_AP018515.1	263866	264390	+	-	-	AcetOrient_RS01180	WP_048841786.1	174	CinA family protein
chr	NZ_AP018515.1	264434	264694	-	-	-	AcetOrient_RS01185	WP_126621026.1	86	hypothetical protein
chr	NZ_AP018515.1	264800	265261	-	-	-	AcetOrient_RS01190	WP_126621027.1	153	type II toxin-antitoxin system RatA family toxin
chr	NZ_AP018515.1	265261	266235	-	-	lipA	AcetOrient_RS01195	WP_048841789.1	324	lipoyl synthase
chr	NZ_AP018515.1	266366	267778	-	-	lpdA	AcetOrient_RS01200	WP_048841790.1	470	dihydrolipoyl dehydrogenase
chr	NZ_AP018515.1	267795	269045	-	-	-	AcetOrient_RS01205	WP_048841791.1	416	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase
chr	NZ_AP018515.1	269059	270414	-	-	-	AcetOrient_RS01210	WP_048841792.1	451	pyruvate dehydrogenase complex E1 component subunit beta
chr	NZ_AP018515.1	271543	272025	-	-	moaC	AcetOrient_RS01220	WP_084594490.1	160	cyclic pyranopterin monophosphate synthase MoaC
chr	NZ_AP018515.1	272029	272895	-	-	trpC	AcetOrient_RS01225	WP_048841794.1	288	indole-3-glycerol phosphate synthase TrpC
chr	NZ_AP018515.1	272898	273929	-	-	trpD	AcetOrient_RS01230	WP_126621028.1	343	anthranilate phosphoribosyltransferase
chr	NZ_AP018515.1	274014	274610	-	-	-	AcetOrient_RS01235	WP_048841796.1	198	aminodeoxychorismate/anthranilate synthase component II
chr	NZ_AP018515.1	274667	276205	-	-	trpE	AcetOrient_RS01240	WP_048841797.1	512	anthranilate synthase component I
chr	NZ_AP018515.1	278333	279073	+	-	-	AcetOrient_RS01250	WP_048841798.1	246	triose-phosphate isomerase
chr	NZ_AP018515.1	279098	279454	+	-	secG	AcetOrient_RS01255	WP_048841799.1	118	preprotein translocase subunit SecG
