#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_017150.1	24180	25595	-	-	-	APA42C_RS00130	WP_012812268.1	471	NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta
chr	NC_017150.1	25596	25922	-	-	-	APA42C_RS00135	WP_003624941.1	108	MULTISPECIES: NAD(P) transhydrogenase subunit alpha
chr	NC_017150.1	25919	27142	-	-	-	APA42C_RS00140	WP_082179742.1	407	NAD(P) transhydrogenase subunit alpha
chr	NC_017150.1	27476	28498	+	-	-	APA42C_RS00145	WP_003624937.1	340	MULTISPECIES: aspartate-semialdehyde dehydrogenase
chr	NC_017150.1	28635	29108	+	-	-	APA42C_RS00150	WP_012812271.1	157	MULTISPECIES: succinate dehydrogenase, cytochrome b556 subunit
chr	NC_017150.1	29110	29523	+	-	-	APA42C_RS00155	WP_003624934.1	137	succinate dehydrogenase, hydrophobic membrane anchor protein
chr	NC_017150.1	29641	31452	+	-	-	APA42C_RS00160	WP_003624932.1	603	succinate dehydrogenase flavoprotein subunit
chr	NC_017150.1	31489	32271	+	-	-	APA42C_RS00165	WP_003624930.1	260	MULTISPECIES: succinate dehydrogenase iron-sulfur subunit
chr	NC_017150.1	32297	32476	-	-	-	APA42C_RS00170	WP_003629437.1	59	hypothetical protein
chr	NC_017150.1	32449	33111	+	-	-	APA42C_RS00175	WP_003624925.1	220	MULTISPECIES: protein-tyrosine-phosphatase
chr	NC_017150.1	33171	34064	+	-	-	APA42C_RS00180	WP_012812272.1	297	DMT family transporter
chr	NC_017150.1	34128	35351	-	-	-	APA42C_RS00185	WP_003629435.1	407	MULTISPECIES: phosphoglycerate kinase
chr	NC_017150.1	35351	36373	-	-	-	APA42C_RS00190	WP_003624920.1	340	type I glyceraldehyde-3-phosphate dehydrogenase
chr	NC_017150.1	36426	38357	-	-	-	APA42C_RS00195	WP_003624918.1	643	transketolase
chr	NC_017150.1	38515	38991	+	-	-	APA42C_RS00200	WP_003624914.1	158	hypothetical protein
chr	NC_017150.1	39052	40359	+	-	-	APA42C_RS00205	WP_012812273.1	435	5-aminolevulinate synthase
chr	NC_017150.1	40407	41285	-	-	-	APA42C_RS00210	WP_003624910.1	292	DsbA family protein
chr	NC_017150.1	41333	42790	+	-	-	APA42C_RS00215	WP_003624908.1	485	gamma-glutamyltranspeptidase
chr	NC_017150.1	43041	44075	+	-	-	APA42C_RS00220	WP_003624906.1	344	recombinase RecA
chr	NC_017150.1	44082	44594	-	-	-	APA42C_RS00225	WP_012812275.1	170	GNAT family N-acetyltransferase
chr	NC_017150.1	44664	45029	+	-	-	APA42C_RS00230	WP_003624903.1	121	LysR family transcriptional regulator
chr	NC_017150.1	45096	46640	+	-	-	APA42C_RS00235	WP_012812276.1	514	glucan biosynthesis protein
chr	NC_017150.1	46628	48775	+	-	-	APA42C_RS00240	WP_041632439.1	715	glucans biosynthesis glucosyltransferase MdoH
chr	NC_017150.1	48824	49927	-	-	-	APA42C_RS00245	WP_012812278.1	367	N-acetylglucosamine-6-phosphate deacetylase
chr	NC_017150.1	49933	51204	-	-	-	APA42C_RS00250	WP_012812279.1	423	glucose/galactose MFS transporter
chr	NC_017150.1	51238	51780	-	-	-	APA42C_RS00255	WP_012812280.1	180	hypothetical protein
chr	NC_017150.1	51979	53952	+	-	-	APA42C_RS00260	WP_012812281.1	657	DNA polymerase III subunit gamma/tau
chr	NC_017150.1	54052	54375	+	-	-	APA42C_RS00265	WP_003624890.1	107	MULTISPECIES: YbaB/EbfC family nucleoid-associated protein
chr	NC_017150.1	54407	55003	+	-	-	APA42C_RS00270	WP_003624888.1	198	MULTISPECIES: recombination protein RecR
chr	NC_017150.1	55024	55824	+	-	-	APA42C_RS00275	WP_003624886.1	266	SDR family oxidoreductase
chr	NC_017150.1	55828	56229	+	-	-	APA42C_RS00280	WP_003624885.1	133	MULTISPECIES: dihydroneopterin aldolase
chr	NC_017150.1	56303	56638	-	-	-	APA42C_RS00285	WP_003624883.1	111	TIGR02300 family protein
chr	NC_017150.1	56882	58231	+	-	-	APA42C_RS00290	WP_035362368.1	449	3-phosphoshikimate 1-carboxyvinyltransferase
chr	NC_017150.1	58228	58881	+	-	-	APA42C_RS00295	WP_012812283.1	217	(d)CMP kinase
chr	NC_017150.1	59166	60884	+	-	-	APA42C_RS00300	WP_003624876.1	572	30S ribosomal protein S1
chr	NC_017150.1	61148	62350	+	-	-	APA42C_RS00310	WP_003624872.1	400	gluconolactonase
chr	NC_017150.1	62369	62968	-	-	-	APA42C_RS00315	WP_003624870.1	199	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
chr	NC_017150.1	62965	63699	-	-	-	APA42C_RS00320	WP_003624868.1	244	ribonuclease PH
chr	NC_017150.1	63826	64899	+	-	hrcA	APA42C_RS00325	WP_003624866.1	357	MULTISPECIES: heat-inducible transcriptional repressor HrcA
chr	NC_017150.1	64995	67757	+	-	-	APA42C_RS00330	WP_003624865.1	920	PBP1A family penicillin-binding protein
chr	NC_017150.1	67879	68946	+	-	-	APA42C_RS00335	WP_076027024.1	355	peptide chain release factor 2
chr	NC_017150.1	69289	70038	+	-	-	APA42C_RS00340	WP_012812286.1	249	MULTISPECIES: energy transducer TonB
chr	NC_017150.1	70129	71121	+	-	-	APA42C_RS00345	WP_041632440.1	330	MotA/TolQ/ExbB proton channel family protein
chr	NC_017150.1	71155	71574	+	-	-	APA42C_RS00350	WP_003627566.1	139	biopolymer transporter ExbD
chr	NC_017150.1	71629	72069	+	-	-	APA42C_RS00355	WP_012812288.1	146	MULTISPECIES: biopolymer transporter ExbD
chr	NC_017150.1	72082	73311	+	-	-	APA42C_RS00360	WP_003629855.1	409	hypothetical protein
chr	NC_017150.1	73400	74566	-	-	-	APA42C_RS00365	WP_012812289.1	388	rod shape-determining protein RodA
chr	NC_017150.1	74563	76491	-	-	-	APA42C_RS00370	WP_003629851.1	642	MULTISPECIES: penicillin-binding protein 2
chr	NC_017150.1	76511	77074	-	-	-	APA42C_RS00375	WP_003629849.1	187	MULTISPECIES: hypothetical protein
chr	NC_017150.1	77080	77994	-	-	-	APA42C_RS00380	WP_004449250.1	304	rod shape-determining protein MreC
chr	NC_017150.1	78090	79136	-	-	-	APA42C_RS00385	WP_003629847.1	348	MULTISPECIES: rod shape-determining protein
chr	NC_017150.1	79341	80930	-	-	-	APA42C_RS00390	WP_004449247.1	529	2-isopropylmalate synthase
chr	NC_017150.1	81226	82305	-	-	-	APA42C_RS00395	WP_003629845.1	359	hypothetical protein
chr	NC_017150.1	82290	83069	+	-	-	APA42C_RS00400	WP_003629844.1	259	TVP38/TMEM64 family protein
chr	NC_017150.1	83231	84493	+	-	-	APA42C_RS00405	WP_012812292.1	420	multidrug effflux MFS transporter
chr	NC_017150.1	84597	86840	+	-	-	APA42C_RS00410	WP_014462171.1	747	response regulator
chr	NC_017150.1	87002	87535	+	-	-	APA42C_RS00415	WP_003629841.1	177	MULTISPECIES: adenine phosphoribosyltransferase
chr	NC_017150.1	87680	89914	+	-	-	APA42C_RS00420	WP_012812295.1	744	FUSC family protein
chr	NC_017150.1	89978	91273	+	-	-	APA42C_RS00425	WP_012812296.1	431	glycerate kinase
chr	NC_017150.1	91280	91861	-	-	-	APA42C_RS00430	WP_035362200.1	193	uracil-DNA glycosylase
chr	NC_017150.1	92052	93470	-	-	-	APA42C_RS00435	WP_004449230.1	472	cytochrome c
chr	NC_017150.1	93523	95751	-	-	-	APA42C_RS00440	WP_003629834.1	742	PQQ-dependent dehydrogenase, methanol/ethanol family
chr	NC_017150.1	95960	96523	-	-	-	APA42C_RS00445	WP_004449225.1	187	hypothetical protein
chr	NC_017150.1	96711	97487	+	-	-	APA42C_RS00450	WP_012812298.1	258	Bax inhibitor-1/YccA family protein
chr	NC_017150.1	97647	97859	-	-	-	APA42C_RS00455	WP_035365856.1	70	hypothetical protein
chr	NC_017150.1	98099	99025	+	-	-	APA42C_RS00460	WP_006116679.1	308	MULTISPECIES: ubiquinol oxidase subunit II
chr	NC_017150.1	99031	101022	+	-	-	APA42C_RS00465	WP_012812299.1	663	cytochrome o ubiquinol oxidase subunit I
chr	NC_017150.1	101024	101629	+	-	-	APA42C_RS00470	WP_003629826.1	201	MULTISPECIES: cytochrome o ubiquinol oxidase subunit III
chr	NC_017150.1	101629	101961	+	-	-	APA42C_RS00475	WP_003629825.1	110	MULTISPECIES: cytochrome o ubiquinol oxidase subunit IV
chr	NC_017150.1	101990	102190	+	-	-	APA42C_RS00480	WP_012812301.1	66	hypothetical protein
chr	NC_017150.1	102231	102563	-	-	-	APA42C_RS00485	WP_012812302.1	110	MULTISPECIES: ferredoxin family protein
chr	NC_017150.1	102734	105322	-	-	-	APA42C_RS00490	WP_052583182.1	862	DEAD/DEAH box helicase
chr	NC_017150.1	105284	106870	+	-	-	APA42C_RS00495	WP_012812304.1	528	leucyl aminopeptidase family protein
chr	NC_017150.1	107026	107442	+	-	-	APA42C_RS00500	WP_035353907.1	138	MULTISPECIES: MarR family transcriptional regulator
chr	NC_017150.1	107583	108029	+	-	-	APA42C_RS00505	WP_003629818.1	148	MULTISPECIES: hypothetical protein
chr	NC_017150.1	108039	109136	-	-	-	APA42C_RS00510	WP_012812306.1	365	UDP-phosphate alpha-N-acetylglucosaminephosphotransferase
chr	NC_017150.1	109130	111160	+	-	-	APA42C_RS00515	WP_004449205.1	676	polysaccharide biosynthesis protein
chr	NC_017150.1	111157	112293	+	-	-	APA42C_RS00520	WP_004449204.1	378	DegT/DnrJ/EryC1/StrS family aminotransferase
chr	NC_017150.1	112310	112774	+	-	-	APA42C_RS00525	WP_004449202.1	154	hypothetical protein
chr	NC_017150.1	112868	114232	-	-	-	APA42C_RS00530	WP_012812307.1	454	dihydroorotase
chr	NC_017150.1	114239	115636	-	-	-	APA42C_RS00535	WP_012812308.1	465	glutathione-disulfide reductase
chr	NC_017150.1	115697	116593	-	-	-	APA42C_RS00540	WP_003629809.1	298	ferredoxin--NADP reductase
chr	NC_017150.1	116704	116913	-	-	-	APA42C_RS15455	WP_003629808.1	69	hypothetical protein
chr	NC_017150.1	116912	119260	+	-	-	APA42C_RS00545	WP_004449196.1	782	RNA helicase
chr	NC_017150.1	119316	120266	-	-	-	APA42C_RS00550	WP_004449194.1	316	SDR family NAD(P)-dependent oxidoreductase
chr	NC_017150.1	120263	120925	-	-	-	APA42C_RS00555	WP_012812309.1	220	DedA family protein
chr	NC_017150.1	121036	123063	+	-	-	APA42C_RS00560	WP_012812310.1	675	S9 family peptidase
chr	NC_017150.1	123119	124753	-	-	-	APA42C_RS00565	WP_012812311.1	544	NAD-dependent malic enzyme
chr	NC_017150.1	124901	125431	-	-	-	APA42C_RS00570	WP_003629802.1	176	MULTISPECIES: transcription termination/antitermination protein NusG
chr	NC_017150.1	125436	125630	-	-	-	APA42C_RS00575	WP_003629800.1	64	MULTISPECIES: preprotein translocase subunit SecE
chr	NC_017150.1	126200	126391	+	-	-	APA42C_RS00590	WP_003629797.1	63	hypothetical protein
chr	NC_017150.1	126474	127058	+	-	-	APA42C_RS00595	WP_004449189.1	194	MULTISPECIES: ATP synthase F1 subunit delta
chr	NC_017150.1	127058	128593	+	-	-	APA42C_RS00600	WP_012812313.1	511	F0F1 ATP synthase subunit alpha
chr	NC_017150.1	128611	129501	+	-	-	APA42C_RS00605	WP_012812314.1	296	F0F1 ATP synthase subunit gamma
chr	NC_017150.1	129533	131005	+	-	-	APA42C_RS00610	WP_004449187.1	490	F0F1 ATP synthase subunit beta
chr	NC_017150.1	131033	131443	+	-	-	APA42C_RS00615	WP_003629790.1	136	ATP synthase F1 subunit epsilon
chr	NC_017150.1	131502	131972	-	-	-	APA42C_RS00620	WP_035362188.1	156	MULTISPECIES: NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
chr	NC_017150.1	132092	133300	+	-	-	APA42C_RS00625	WP_012812315.1	402	ribonuclease D
chr	NC_017150.1	133332	134330	-	-	-	APA42C_RS00630	WP_004449185.1	332	adenosine kinase
chr	NC_017150.1	134488	135234	+	-	-	APA42C_RS00635	WP_012812316.1	248	polymer-forming cytoskeletal protein
chr	NC_017150.1	135318	135926	-	-	-	APA42C_RS00640	WP_003623715.1	202	hypothetical protein
chr	NC_017150.1	136074	137555	-	-	-	APA42C_RS00645	WP_012812317.1	493	amino acid permease
chr	NC_017150.1	137726	138763	-	-	-	APA42C_RS00650	WP_003623712.1	345	sulfate/molybdate ABC transporter ATP-binding protein
chr	NC_017150.1	138760	139578	-	-	-	APA42C_RS00655	WP_003623711.1	272	sulfate ABC transporter permease
chr	NC_017150.1	139575	140414	-	-	-	APA42C_RS00660	WP_003623708.1	279	sulfate ABC transporter permease subunit CysT
chr	NC_017150.1	140965	141174	+	-	-	APA42C_RS00665	WP_003623707.1	69	hypothetical protein
chr	NC_017150.1	142377	143762	-	-	-	APA42C_RS00675	WP_012812320.1	461	IS1380 family transposase
chr	NC_017150.1	143865	144731	+	-	-	APA42C_RS00680	WP_082179743.1	288	porin
chr	NC_017150.1	144758	145792	+	-	-	APA42C_RS00685	WP_003623703.1	344	sulfate ABC transporter substrate-binding protein
chr	NC_017150.1	145821	146873	-	-	-	APA42C_RS00690	WP_003623702.1	350	AraC family transcriptional regulator
chr	NC_017150.1	147059	148447	+	-	-	APA42C_RS00695	WP_003623701.1	462	MULTISPECIES: ethanolamine ammonia-lyase subunit EutB
chr	NC_017150.1	148444	149229	+	-	-	APA42C_RS00700	WP_003623700.1	261	ethanolamine ammonia-lyase subunit EutC
chr	NC_017150.1	149262	150614	+	-	-	APA42C_RS00705	WP_003623699.1	450	ethanolamine permease
chr	NC_017150.1	151114	152304	+	-	-	APA42C_RS00710	WP_012812323.1	396	efflux RND transporter periplasmic adaptor subunit
chr	NC_017150.1	152310	155465	+	-	-	APA42C_RS00715	WP_012812324.1	1051	multidrug efflux RND transporter permease subunit
chr	NC_017150.1	155470	156954	+	-	-	APA42C_RS00720	WP_003623693.1	494	efflux transporter outer membrane subunit
chr	NC_017150.1	157034	157240	-	-	-	APA42C_RS00725	WP_003623691.1	68	MULTISPECIES: cold-shock protein
chr	NC_017150.1	157534	157848	-	-	-	APA42C_RS00730	WP_012812325.1	104	hypothetical protein
chr	NC_017150.1	158844	159509	-	-	-	APA42C_RS00740	WP_012812327.1	221	hypothetical protein
chr	NC_017150.1	159552	160802	+	-	-	APA42C_RS00745	WP_012812328.1	416	MULTISPECIES: IS701-like element IS1452 family transposase
chr	NC_017150.1	160892	161317	-	-	-	APA42C_RS00750	WP_012812329.1	141	hypothetical protein
chr	NC_017150.1	161361	163715	-	-	-	APA42C_RS00755	WP_012812330.1	784	TonB-dependent siderophore receptor
chr	NC_017150.1	164040	167195	-	-	-	APA42C_RS00760	WP_012812331.1	1051	membrane protein
chr	NC_017150.1	167201	168472	-	-	-	APA42C_RS00765	WP_012812332.1	423	autotransporter strand-loop-strand O-heptosyltransferase
chr	NC_017150.1	168917	169339	-	-	-	APA42C_RS00770	WP_003626061.1	140	hypothetical protein
chr	NC_017150.1	169426	170502	-	-	-	APA42C_RS00775	WP_003626059.1	358	hypothetical protein
chr	NC_017150.1	171034	172041	+	-	amiF	APA42C_RS00780	WP_003626057.1	335	formamidase
chr	NC_017150.1	172087	172986	-	-	-	APA42C_RS00785	WP_012812336.1	299	response regulator transcription factor
chr	NC_017150.1	172983	176465	-	-	-	APA42C_RS00790	WP_003626054.1	1160	response regulator
chr	NC_017150.1	176589	177803	+	-	-	APA42C_RS00795	WP_003626052.1	404	urea ABC transporter substrate-binding protein
chr	NC_017150.1	177858	178784	+	-	-	APA42C_RS00800	WP_003626050.1	308	urea ABC transporter permease subunit UrtB
chr	NC_017150.1	178796	179911	+	-	-	APA42C_RS00805	WP_012812338.1	371	urea ABC transporter permease subunit UrtC
chr	NC_017150.1	179923	180669	+	-	-	APA42C_RS00810	WP_003626046.1	248	urea ABC transporter ATP-binding protein UrtD
chr	NC_017150.1	180686	181402	+	-	-	APA42C_RS00815	WP_012812339.1	238	urea ABC transporter ATP-binding subunit UrtE
chr	NC_017150.1	181699	181902	+	-	-	APA42C_RS15460	WP_082179744.1	67	hypothetical protein
chr	NC_017150.1	182240	182674	+	-	-	APA42C_RS15465	WP_012812341.1	144	hypothetical protein
chr	NC_017150.1	182918	183943	-	-	-	APA42C_RS00825	WP_012812342.1	341	MULTISPECIES: hypothetical protein
chr	NC_017150.1	184107	185108	-	-	-	APA42C_RS00830	WP_012812343.1	333	WYL domain-containing protein
chr	NC_017150.1	185194	185400	+	-	-	APA42C_RS15470	WP_082179745.1	68	hypothetical protein
chr	NC_017150.1	185430	185831	+	-	-	APA42C_RS00835	WP_012812344.1	133	hypothetical protein
chr	NC_017150.1	186049	187422	-	-	-	APA42C_RS00840	WP_012812345.1	457	site-specific integrase
chr	NC_017150.1	187675	188712	-	-	-	APA42C_RS00845	WP_012812346.1	345	hypothetical protein
chr	NC_017150.1	188830	190215	+	-	-	APA42C_RS00850	WP_012812390.1	461	MULTISPECIES: IS1380-like element IS1380A family transposase
chr	NC_017150.1	190358	191128	-	-	-	APA42C_RS00855	WP_012812348.1	256	hypothetical protein
chr	NC_017150.1	191151	191543	-	-	-	APA42C_RS15475	WP_012812349.1	130	MobC family plasmid mobilization relaxosome protein
chr	NC_017150.1	191715	193100	-	-	-	APA42C_RS00865	WP_012812390.1	461	MULTISPECIES: IS1380-like element IS1380A family transposase
chr	NC_017150.1	193501	194562	+	-	-	APA42C_RS00870	WP_012812350.1	353	MULTISPECIES: serine/threonine-protein phosphatase
chr	NC_017150.1	194598	195656	+	-	-	APA42C_RS00875	WP_012812351.1	352	serine/threonine protein kinase
chr	NC_017150.1	195653	196735	+	-	-	APA42C_RS00880	WP_012812352.1	360	MULTISPECIES: serine/threonine protein kinase
chr	NC_017150.1	196840	197400	-	-	-	APA42C_RS15480	WP_082179746.1	186	integrase
chr	NC_017150.1	197529	199139	-	-	-	APA42C_RS00890	WP_012812354.1	536	IS66 family transposase
chr	NC_017150.1	199203	199550	-	-	-	APA42C_RS00895	WP_012812355.1	115	MULTISPECIES: IS66 family insertion sequence element accessory protein TnpB
chr	NC_017150.1	199547	199906	-	-	-	APA42C_RS00900	WP_012812356.1	119	MULTISPECIES: transposase
chr	NC_017150.1	199971	201032	-	-	-	APA42C_RS00905	WP_012812357.1	353	hypothetical protein
chr	NC_017150.1	201228	201905	-	-	-	APA42C_RS00915	WP_012812358.1	225	DUF45 domain-containing protein
chr	NC_017150.1	201971	202426	-	-	-	APA42C_RS00920	WP_003625594.1	151	YcgN family cysteine cluster protein
chr	NC_017150.1	202423	202860	-	-	-	APA42C_RS00925	WP_012812359.1	145	hypothetical protein
chr	NC_017150.1	202842	203954	-	-	-	APA42C_RS00930	WP_003625598.1	370	extracellular solute-binding protein
chr	NC_017150.1	203990	205105	-	-	-	APA42C_RS00935	WP_003625600.1	371	ATP-binding cassette domain-containing protein
chr	NC_017150.1	205179	205481	+	-	-	APA42C_RS00940	WP_003625602.1	100	MULTISPECIES: hypothetical protein
chr	NC_017150.1	205521	205946	+	-	-	APA42C_RS00945	WP_003629184.1	141	MULTISPECIES: phage holin family protein
chr	NC_017150.1	206080	206574	+	-	-	APA42C_RS00950	WP_003625605.1	164	MULTISPECIES: MarR family transcriptional regulator
chr	NC_017150.1	206597	206791	+	-	-	APA42C_RS00955	WP_041632443.1	64	DUF1656 domain-containing protein
chr	NC_017150.1	206818	207729	+	-	-	APA42C_RS00960	WP_003625609.1	303	MULTISPECIES: HlyD family secretion protein
chr	NC_017150.1	207739	209268	+	-	-	APA42C_RS00965	WP_003625611.1	509	efflux transporter outer membrane subunit
chr	NC_017150.1	209333	209575	+	-	-	APA42C_RS00970	WP_012812360.1	80	hypothetical protein
chr	NC_017150.1	209581	210291	-	-	-	APA42C_RS00975	WP_012812361.1	236	hypothetical protein
chr	NC_017150.1	210296	212266	-	-	-	APA42C_RS00980	WP_003625617.1	656	squalene--hopene cyclase
chr	NC_017150.1	212332	213630	-	-	-	APA42C_RS00985	WP_012812362.1	432	hypothetical protein
chr	NC_017150.1	213652	214530	-	-	-	APA42C_RS00990	WP_012812363.1	292	presqualene diphosphate synthase HpnD
chr	NC_017150.1	214629	215489	-	-	-	APA42C_RS00995	WP_003625623.1	286	squalene synthase HpnC
chr	NC_017150.1	215603	216799	-	-	-	APA42C_RS01000	WP_003625625.1	398	glycosyltransferase
chr	NC_017150.1	216810	217805	-	-	-	APA42C_RS01005	WP_003625627.1	331	NAD-dependent epimerase/dehydratase family protein
chr	NC_017150.1	218000	219091	+	-	-	APA42C_RS01010	WP_003625629.1	363	hypothetical protein
chr	NC_017150.1	219084	219980	+	-	-	APA42C_RS01015	WP_020944526.1	298	prephenate/arogenate dehydrogenase family protein
chr	NC_017150.1	219996	220685	-	-	-	APA42C_RS01020	WP_012812364.1	229	tetratricopeptide repeat protein
chr	NC_017150.1	220690	220815	-	-	-	APA42C_RS15485	WP_003625637.1	41	MULTISPECIES: 50S ribosomal protein L36
chr	NC_017150.1	220924	221886	-	-	-	APA42C_RS01030	WP_012812365.1	320	hydrogen peroxide-inducible genes activator
chr	NC_017150.1	222067	222609	+	-	-	APA42C_RS01035	WP_012812366.1	180	peroxiredoxin
chr	NC_017150.1	222817	223344	+	-	-	APA42C_RS01040	WP_003625645.1	175	MULTISPECIES: alkyl hydroperoxide reductase
chr	NC_017150.1	223669	224277	-	-	-	APA42C_RS01050	WP_012812367.1	202	polyisoprenoid-binding protein
chr	NC_017150.1	224358	225176	-	-	-	APA42C_RS01055	WP_003625651.1	272	dioxygenase
chr	NC_017150.1	225337	225864	-	-	-	APA42C_RS01060	WP_003625653.1	175	MULTISPECIES: inorganic diphosphatase
chr	NC_017150.1	226174	227853	+	-	-	APA42C_RS01070	WP_003625655.1	559	energy-dependent translational throttle protein EttA
chr	NC_017150.1	227976	228479	+	-	-	APA42C_RS01075	WP_003625657.1	167	GNAT family N-acetyltransferase
chr	NC_017150.1	228535	229161	-	-	-	APA42C_RS01080	WP_003624853.1	208	ABC transporter substrate-binding protein
chr	NC_017150.1	229189	230037	-	-	-	APA42C_RS01085	WP_003624851.1	282	VacJ family lipoprotein
chr	NC_017150.1	230282	231109	-	-	-	APA42C_RS01090	WP_003624849.1	275	molecular chaperone DjlA
chr	NC_017150.1	231188	231433	-	-	-	APA42C_RS01095	WP_003624845.1	81	hypothetical protein
chr	NC_017150.1	231430	232518	-	-	-	APA42C_RS01100	WP_003624844.1	362	tRNA epoxyqueuosine(34) reductase QueG
chr	NC_017150.1	232531	233691	-	-	-	APA42C_RS01105	WP_003624841.1	386	tRNA guanosine(34) transglycosylase Tgt
chr	NC_017150.1	233688	234770	-	-	-	APA42C_RS01110	WP_003624838.1	360	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
chr	NC_017150.1	234941	235153	+	-	-	APA42C_RS01115	WP_003624836.1	70	MULTISPECIES: hypothetical protein
chr	NC_017150.1	235173	235670	+	-	-	APA42C_RS01120	WP_003624834.1	165	kinase inhibitor
chr	NC_017150.1	235738	237840	-	-	-	APA42C_RS01125	WP_003624833.1	700	hypothetical protein
chr	NC_017150.1	237901	238650	-	-	-	APA42C_RS01130	WP_003624832.1	249	methylenetetrahydrofolate reductase
chr	NC_017150.1	238647	239561	-	-	-	APA42C_RS01135	WP_012812368.1	304	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
chr	NC_017150.1	239680	240828	-	-	-	APA42C_RS01140	WP_003624826.1	382	N-acetyltransferase
chr	NC_017150.1	240848	241309	-	-	-	APA42C_RS01145	WP_035352790.1	153	MULTISPECIES: RidA family protein
chr	NC_017150.1	241389	242945	-	-	-	APA42C_RS01150	WP_003624821.1	518	vitamin B12-dependent ribonucleotide reductase
chr	NC_017150.1	243155	243523	+	-	-	APA42C_RS01155	WP_041632444.1	122	NADH dehydrogenase
chr	NC_017150.1	243572	244117	+	-	-	APA42C_RS01160	WP_003624817.1	181	outer membrane lipid asymmetry maintenance protein MlaD
chr	NC_017150.1	244169	244390	+	-	-	APA42C_RS01165	WP_012812370.1	73	hypothetical protein
chr	NC_017150.1	244387	244974	+	-	-	APA42C_RS01170	WP_012812371.1	195	DUF2155 domain-containing protein
chr	NC_017150.1	245151	245894	+	-	-	APA42C_RS01175	WP_003624809.1	247	trehalose-phosphatase
chr	NC_017150.1	245898	247244	+	-	-	APA42C_RS01180	WP_003624807.1	448	trehalose-6-phosphate synthase
chr	NC_017150.1	247241	247756	+	-	-	APA42C_RS01185	WP_012812372.1	171	disulfide bond formation protein B
chr	NC_017150.1	247863	250820	+	-	-	APA42C_RS01190	WP_012812373.1	985	glycosyltransferase
chr	NC_017150.1	250836	251297	-	-	-	APA42C_RS01195	WP_003624801.1	153	NUDIX domain-containing protein
