#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
Unknown	NZ_AP014881.1	56629	58347	+	-	-	APT_RS00290	WP_003624876.1	572	30S ribosomal protein S1
Unknown	NZ_AP014881.1	58383	58568	-	-	-	APT_RS00295	WP_003624874.1	61	hypothetical protein
Unknown	NZ_AP014881.1	58612	59814	+	-	-	APT_RS00300	WP_003624872.1	400	gluconolactonase
Unknown	NZ_AP014881.1	59833	60432	-	-	-	APT_RS00305	WP_003624870.1	199	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
Unknown	NZ_AP014881.1	60429	61163	-	-	-	APT_RS00310	WP_003624868.1	244	ribonuclease PH
Unknown	NZ_AP014881.1	61290	62363	+	-	hrcA	APT_RS00315	WP_003624866.1	357	MULTISPECIES: heat-inducible transcriptional repressor HrcA
Unknown	NZ_AP014881.1	62459	65221	+	-	-	APT_RS00320	WP_003624865.1	920	PBP1A family penicillin-binding protein
Unknown	NZ_AP014881.1	65343	66410	+	-	-	APT_RS00325	WP_076027024.1	355	peptide chain release factor 2
Unknown	NZ_AP014881.1	66753	67502	+	-	-	APT_RS00330	WP_012812286.1	249	MULTISPECIES: energy transducer TonB
Unknown	NZ_AP014881.1	67610	68602	+	-	-	APT_RS00335	WP_035363022.1	330	MotA/TolQ/ExbB proton channel family protein
Unknown	NZ_AP014881.1	68636	69055	+	-	-	APT_RS00340	WP_003627566.1	139	biopolymer transporter ExbD
Unknown	NZ_AP014881.1	69109	69549	+	-	-	APT_RS00345	WP_012812288.1	146	MULTISPECIES: biopolymer transporter ExbD
Unknown	NZ_AP014881.1	69562	70791	+	-	-	APT_RS00350	WP_004449254.1	409	hypothetical protein
Unknown	NZ_AP014881.1	70880	72046	-	-	-	APT_RS00355	WP_003629853.1	388	rod shape-determining protein RodA
Unknown	NZ_AP014881.1	72043	73971	-	-	-	APT_RS00360	WP_003629851.1	642	MULTISPECIES: penicillin-binding protein 2
Unknown	NZ_AP014881.1	73991	74554	-	-	-	APT_RS00365	WP_003629849.1	187	MULTISPECIES: hypothetical protein
Unknown	NZ_AP014881.1	74560	75474	-	-	-	APT_RS00370	WP_004449250.1	304	rod shape-determining protein MreC
Unknown	NZ_AP014881.1	75570	76616	-	-	-	APT_RS00375	WP_003629847.1	348	MULTISPECIES: rod shape-determining protein
Unknown	NZ_AP014881.1	76821	78410	-	-	-	APT_RS00380	WP_004449247.1	529	2-isopropylmalate synthase
Unknown	NZ_AP014881.1	78707	79786	-	-	-	APT_RS00385	WP_004449245.1	359	cytochrome c oxidase assembly protein
Unknown	NZ_AP014881.1	79771	80550	+	-	-	APT_RS00390	WP_003629844.1	259	TVP38/TMEM64 family protein
Unknown	NZ_AP014881.1	80713	81975	+	-	-	APT_RS00395	WP_035362201.1	420	multidrug effflux MFS transporter
Unknown	NZ_AP014881.1	82079	84322	+	-	-	APT_RS00400	WP_004449240.1	747	response regulator
Unknown	NZ_AP014881.1	84484	85017	+	-	-	APT_RS00405	WP_003629841.1	177	MULTISPECIES: adenine phosphoribosyltransferase
Unknown	NZ_AP014881.1	85162	87396	+	-	-	APT_RS00410	WP_004449236.1	744	FUSC family protein
Unknown	NZ_AP014881.1	87460	88755	+	-	-	APT_RS00415	WP_004449234.1	431	glycerate kinase
Unknown	NZ_AP014881.1	88762	89343	-	-	-	APT_RS00420	WP_035362200.1	193	uracil-DNA glycosylase
Unknown	NZ_AP014881.1	89534	90952	-	-	-	APT_RS00425	WP_004449230.1	472	cytochrome c
Unknown	NZ_AP014881.1	91005	93233	-	-	-	APT_RS00430	WP_003629834.1	742	PQQ-dependent dehydrogenase, methanol/ethanol family
Unknown	NZ_AP014881.1	93442	94005	-	-	-	APT_RS00435	WP_004449225.1	187	hypothetical protein
Unknown	NZ_AP014881.1	94193	94969	+	-	-	APT_RS00440	WP_003629831.1	258	Bax inhibitor-1/YccA family protein
Unknown	NZ_AP014881.1	95129	95341	-	-	-	APT_RS00445	WP_035362194.1	70	hypothetical protein
Unknown	NZ_AP014881.1	95581	96507	+	-	-	APT_RS00450	WP_006116679.1	308	MULTISPECIES: ubiquinol oxidase subunit II
Unknown	NZ_AP014881.1	96513	98504	+	-	-	APT_RS00455	WP_012812299.1	663	cytochrome o ubiquinol oxidase subunit I
Unknown	NZ_AP014881.1	98506	99111	+	-	-	APT_RS00460	WP_003629826.1	201	MULTISPECIES: cytochrome o ubiquinol oxidase subunit III
Unknown	NZ_AP014881.1	99111	99443	+	-	-	APT_RS00465	WP_003629825.1	110	MULTISPECIES: cytochrome o ubiquinol oxidase subunit IV
Unknown	NZ_AP014881.1	99472	99672	+	-	-	APT_RS00470	WP_004449217.1	66	hypothetical protein
Unknown	NZ_AP014881.1	99713	100045	-	-	-	APT_RS00475	WP_012812302.1	110	MULTISPECIES: ferredoxin family protein
Unknown	NZ_AP014881.1	100216	102804	-	-	-	APT_RS00480	WP_004449215.1	862	DEAD/DEAH box helicase
Unknown	NZ_AP014881.1	102766	104352	+	-	-	APT_RS00485	WP_012812304.1	528	leucyl aminopeptidase family protein
Unknown	NZ_AP014881.1	104508	104924	+	-	-	APT_RS00490	WP_035353907.1	138	MULTISPECIES: MarR family transcriptional regulator
Unknown	NZ_AP014881.1	105065	105511	+	-	-	APT_RS00495	WP_003629818.1	148	MULTISPECIES: hypothetical protein
Unknown	NZ_AP014881.1	105521	106618	-	-	-	APT_RS00500	WP_012812306.1	365	UDP-phosphate alpha-N-acetylglucosaminephosphotransferase
Unknown	NZ_AP014881.1	106612	108642	+	-	-	APT_RS00505	WP_004449205.1	676	polysaccharide biosynthesis protein
Unknown	NZ_AP014881.1	108639	109775	+	-	-	APT_RS00510	WP_004449204.1	378	DegT/DnrJ/EryC1/StrS family aminotransferase
Unknown	NZ_AP014881.1	109792	110256	+	-	-	APT_RS00515	WP_004449202.1	154	hypothetical protein
Unknown	NZ_AP014881.1	110350	111714	-	-	-	APT_RS00520	WP_004449200.1	454	dihydroorotase
Unknown	NZ_AP014881.1	111721	113118	-	-	-	APT_RS00525	WP_004449199.1	465	glutathione-disulfide reductase
Unknown	NZ_AP014881.1	113180	114076	-	-	-	APT_RS00530	WP_003629809.1	298	ferredoxin--NADP reductase
Unknown	NZ_AP014881.1	114187	114396	-	-	-	APT_RS14340	WP_003629808.1	69	hypothetical protein
Unknown	NZ_AP014881.1	114395	116743	+	-	-	APT_RS00535	WP_004449196.1	782	RNA helicase
Unknown	NZ_AP014881.1	116799	117749	-	-	-	APT_RS00540	WP_004449194.1	316	SDR family NAD(P)-dependent oxidoreductase
Unknown	NZ_AP014881.1	117746	118408	-	-	-	APT_RS00545	WP_035362191.1	220	DedA family protein
Unknown	NZ_AP014881.1	118519	120546	+	-	-	APT_RS00550	WP_004449191.1	675	S9 family peptidase
Unknown	NZ_AP014881.1	120602	122236	-	-	-	APT_RS00555	WP_012812311.1	544	NAD-dependent malic enzyme
Unknown	NZ_AP014881.1	122384	122914	-	-	-	APT_RS00560	WP_003629802.1	176	MULTISPECIES: transcription termination/antitermination protein NusG
Unknown	NZ_AP014881.1	122919	123113	-	-	-	APT_RS00565	WP_003629800.1	64	MULTISPECIES: preprotein translocase subunit SecE
Unknown	NZ_AP014881.1	123683	123874	+	-	-	APT_RS00580	WP_003629797.1	63	hypothetical protein
Unknown	NZ_AP014881.1	123957	124541	+	-	-	APT_RS00585	WP_004449189.1	194	MULTISPECIES: ATP synthase F1 subunit delta
Unknown	NZ_AP014881.1	124541	126076	+	-	-	APT_RS00590	WP_003629794.1	511	MULTISPECIES: F0F1 ATP synthase subunit alpha
Unknown	NZ_AP014881.1	126094	126984	+	-	-	APT_RS00595	WP_012812314.1	296	F0F1 ATP synthase subunit gamma
Unknown	NZ_AP014881.1	127016	128488	+	-	-	APT_RS00600	WP_004449187.1	490	F0F1 ATP synthase subunit beta
Unknown	NZ_AP014881.1	128516	128926	+	-	-	APT_RS00605	WP_003629790.1	136	ATP synthase F1 subunit epsilon
Unknown	NZ_AP014881.1	128985	129455	-	-	-	APT_RS00610	WP_035362188.1	156	MULTISPECIES: NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
Unknown	NZ_AP014881.1	129575	130783	+	-	-	APT_RS00615	WP_004449186.1	402	ribonuclease D
Unknown	NZ_AP014881.1	130815	131813	-	-	-	APT_RS00620	WP_004449185.1	332	adenosine kinase
Unknown	NZ_AP014881.1	131971	132717	+	-	-	APT_RS00625	WP_012812316.1	248	polymer-forming cytoskeletal protein
Unknown	NZ_AP014881.1	132801	133409	-	-	-	APT_RS00630	WP_003623715.1	202	hypothetical protein
Unknown	NZ_AP014881.1	133557	135038	-	-	-	APT_RS00635	WP_003623714.1	493	amino acid permease
Unknown	NZ_AP014881.1	135209	136246	-	-	-	APT_RS00640	WP_003623712.1	345	sulfate/molybdate ABC transporter ATP-binding protein
Unknown	NZ_AP014881.1	136243	137061	-	-	-	APT_RS00645	WP_003623711.1	272	sulfate ABC transporter permease
Unknown	NZ_AP014881.1	137058	137897	-	-	-	APT_RS00650	WP_003623708.1	279	sulfate ABC transporter permease subunit CysT
Unknown	NZ_AP014881.1	138448	138657	+	-	-	APT_RS00655	WP_003623707.1	69	hypothetical protein
Unknown	NZ_AP014881.1	138905	140545	+	-	-	APT_RS00660	WP_048481251.1	546	porin
Unknown	NZ_AP014881.1	140572	141606	+	-	-	APT_RS00665	WP_003623703.1	344	sulfate ABC transporter substrate-binding protein
Unknown	NZ_AP014881.1	141635	142687	-	-	-	APT_RS00670	WP_003623702.1	350	AraC family transcriptional regulator
Unknown	NZ_AP014881.1	142873	144261	+	-	-	APT_RS00675	WP_003623701.1	462	MULTISPECIES: ethanolamine ammonia-lyase subunit EutB
Unknown	NZ_AP014881.1	144258	145043	+	-	-	APT_RS00680	WP_003623700.1	261	ethanolamine ammonia-lyase subunit EutC
Unknown	NZ_AP014881.1	145076	146428	+	-	-	APT_RS00685	WP_003623699.1	450	ethanolamine permease
Unknown	NZ_AP014881.1	146928	148118	+	-	-	APT_RS00690	WP_003623696.1	396	efflux RND transporter periplasmic adaptor subunit
Unknown	NZ_AP014881.1	148124	151279	+	-	-	APT_RS00695	WP_003623694.1	1051	multidrug efflux RND transporter permease subunit
Unknown	NZ_AP014881.1	151284	152768	+	-	-	APT_RS00700	WP_003623693.1	494	efflux transporter outer membrane subunit
Unknown	NZ_AP014881.1	152848	153054	-	-	-	APT_RS00705	WP_003623691.1	68	MULTISPECIES: cold-shock protein
Unknown	NZ_AP014881.1	153348	154871	-	-	-	APT_RS00710	WP_035362196.1	507	hypothetical protein
Unknown	NZ_AP014881.1	154915	157269	-	-	-	APT_RS00715	WP_003623689.1	784	TonB-dependent siderophore receptor
Unknown	NZ_AP014881.1	157595	160750	-	-	-	APT_RS00720	WP_020944505.1	1051	outer membrane protein
Unknown	NZ_AP014881.1	160756	162027	-	-	-	APT_RS00725	WP_003626062.1	423	autotransporter strand-loop-strand O-heptosyltransferase
Unknown	NZ_AP014881.1	162472	162894	-	-	-	APT_RS00730	WP_003626061.1	140	hypothetical protein
Unknown	NZ_AP014881.1	162981	164057	-	-	-	APT_RS00735	WP_003626059.1	358	hypothetical protein
Unknown	NZ_AP014881.1	164589	165596	+	-	amiF	APT_RS00740	WP_003626057.1	335	formamidase
Unknown	NZ_AP014881.1	165643	166542	-	-	-	APT_RS00745	WP_003626055.1	299	response regulator transcription factor
Unknown	NZ_AP014881.1	166539	170021	-	-	-	APT_RS00750	WP_003626054.1	1160	response regulator
Unknown	NZ_AP014881.1	170145	171359	+	-	-	APT_RS00755	WP_003626052.1	404	urea ABC transporter substrate-binding protein
Unknown	NZ_AP014881.1	171414	172340	+	-	-	APT_RS00760	WP_003626050.1	308	urea ABC transporter permease subunit UrtB
Unknown	NZ_AP014881.1	172352	173467	+	-	-	APT_RS00765	WP_003626048.1	371	urea ABC transporter permease subunit UrtC
Unknown	NZ_AP014881.1	173479	174225	+	-	-	APT_RS00770	WP_003626046.1	248	urea ABC transporter ATP-binding protein UrtD
Unknown	NZ_AP014881.1	174242	174958	+	-	-	APT_RS00775	WP_035362523.1	238	urea ABC transporter ATP-binding subunit UrtE
Unknown	NZ_AP014881.1	175255	175458	+	-	-	APT_RS14345	WP_076027014.1	67	hypothetical protein
Unknown	NZ_AP014881.1	175796	176230	+	-	-	APT_RS14350	WP_012812341.1	144	hypothetical protein
Unknown	NZ_AP014881.1	178227	178664	-	-	-	APT_RS00795	WP_061342326.1	145	MobC family plasmid mobilization relaxosome protein
Unknown	NZ_AP014881.1	178918	179754	-	-	-	APT_RS00800	WP_003626034.1	278	alpha/beta hydrolase
Unknown	NZ_AP014881.1	179854	180363	+	-	-	APT_RS00805	WP_035362531.1	169	MerR family DNA-binding transcriptional regulator
Unknown	NZ_AP014881.1	180360	181052	-	-	-	APT_RS00810	WP_035362521.1	230	type 1 glutamine amidotransferase domain-containing protein
Unknown	NZ_AP014881.1	181203	182123	+	-	-	APT_RS00815	WP_003626027.1	306	NAD-dependent epimerase/dehydratase family protein
Unknown	NZ_AP014881.1	182647	183375	+	-	-	APT_RS00820	WP_048481253.1	242	hypothetical protein
Unknown	NZ_AP014881.1	183350	183733	+	-	-	APT_RS14360	WP_076027020.1	127	hypothetical protein
Unknown	NZ_AP014881.1	183624	185501	-	-	-	APT_RS14745	WP_080713403.1	625	site-specific integrase
Unknown	NZ_AP014881.1	185697	186374	-	-	-	APT_RS00835	WP_012812358.1	225	DUF45 domain-containing protein
Unknown	NZ_AP014881.1	186440	186895	-	-	-	APT_RS00840	WP_003625594.1	151	YcgN family cysteine cluster protein
Unknown	NZ_AP014881.1	186892	187329	-	-	-	APT_RS00845	WP_012812359.1	145	hypothetical protein
Unknown	NZ_AP014881.1	187311	188423	-	-	-	APT_RS00850	WP_003625598.1	370	extracellular solute-binding protein
Unknown	NZ_AP014881.1	188459	189574	-	-	-	APT_RS00855	WP_003625600.1	371	ATP-binding cassette domain-containing protein
Unknown	NZ_AP014881.1	189648	189950	+	-	-	APT_RS00860	WP_003625602.1	100	MULTISPECIES: hypothetical protein
Unknown	NZ_AP014881.1	189990	190415	+	-	-	APT_RS00865	WP_003625604.1	141	phage holin family protein
Unknown	NZ_AP014881.1	190549	191043	+	-	-	APT_RS00870	WP_003625605.1	164	MULTISPECIES: MarR family transcriptional regulator
Unknown	NZ_AP014881.1	191066	191260	+	-	-	APT_RS00875	WP_019088863.1	64	MULTISPECIES: DUF1656 domain-containing protein
Unknown	NZ_AP014881.1	191287	192198	+	-	-	APT_RS00880	WP_003625609.1	303	MULTISPECIES: HlyD family secretion protein
Unknown	NZ_AP014881.1	192208	193737	+	-	-	APT_RS00885	WP_003625611.1	509	efflux transporter outer membrane subunit
Unknown	NZ_AP014881.1	193802	194044	+	-	-	APT_RS00890	WP_003625613.1	80	hypothetical protein
Unknown	NZ_AP014881.1	194050	194760	-	-	-	APT_RS00895	WP_003625615.1	236	hypothetical protein
Unknown	NZ_AP014881.1	194765	196735	-	-	-	APT_RS00900	WP_003625617.1	656	squalene--hopene cyclase
Unknown	NZ_AP014881.1	196801	198099	-	-	-	APT_RS00905	WP_012812362.1	432	hypothetical protein
Unknown	NZ_AP014881.1	198121	198999	-	-	-	APT_RS00910	WP_012812363.1	292	presqualene diphosphate synthase HpnD
Unknown	NZ_AP014881.1	199098	199958	-	-	-	APT_RS00915	WP_003625623.1	286	squalene synthase HpnC
Unknown	NZ_AP014881.1	200072	201268	-	-	-	APT_RS00920	WP_003625625.1	398	glycosyltransferase
Unknown	NZ_AP014881.1	201279	202274	-	-	-	APT_RS00925	WP_003625627.1	331	NAD-dependent epimerase/dehydratase family protein
Unknown	NZ_AP014881.1	202469	203560	+	-	-	APT_RS00930	WP_003625629.1	363	hypothetical protein
Unknown	NZ_AP014881.1	203553	204449	+	-	-	APT_RS00935	WP_020944526.1	298	prephenate/arogenate dehydrogenase family protein
Unknown	NZ_AP014881.1	204465	205154	-	-	-	APT_RS00940	WP_003625633.1	229	tetratricopeptide repeat protein
Unknown	NZ_AP014881.1	205159	205284	-	-	-	APT_RS14370	WP_003625637.1	41	MULTISPECIES: 50S ribosomal protein L36
Unknown	NZ_AP014881.1	205393	206355	-	-	-	APT_RS00950	WP_003625638.1	320	hydrogen peroxide-inducible genes activator
Unknown	NZ_AP014881.1	206536	207078	+	-	-	APT_RS00955	WP_035362426.1	180	peroxiredoxin
Unknown	NZ_AP014881.1	207283	207810	+	-	-	APT_RS00960	WP_003625645.1	175	MULTISPECIES: alkyl hydroperoxide reductase
Unknown	NZ_AP014881.1	208135	208743	-	-	-	APT_RS00970	WP_035362428.1	202	polyisoprenoid-binding protein
Unknown	NZ_AP014881.1	208824	209642	-	-	-	APT_RS00975	WP_003625651.1	272	dioxygenase
Unknown	NZ_AP014881.1	209803	210330	-	-	-	APT_RS00980	WP_003625653.1	175	MULTISPECIES: inorganic diphosphatase
Unknown	NZ_AP014881.1	210640	212319	+	-	-	APT_RS00990	WP_003625655.1	559	energy-dependent translational throttle protein EttA
Unknown	NZ_AP014881.1	212442	212945	+	-	-	APT_RS00995	WP_003625657.1	167	GNAT family N-acetyltransferase
Unknown	NZ_AP014881.1	213001	213627	-	-	-	APT_RS01000	WP_003624853.1	208	ABC transporter substrate-binding protein
Unknown	NZ_AP014881.1	213655	214503	-	-	-	APT_RS01005	WP_003624851.1	282	VacJ family lipoprotein
Unknown	NZ_AP014881.1	214748	215575	-	-	-	APT_RS01010	WP_003624849.1	275	molecular chaperone DjlA
Unknown	NZ_AP014881.1	215654	215899	-	-	-	APT_RS01015	WP_003624845.1	81	ribbon-helix-helix domain-containing protein
Unknown	NZ_AP014881.1	215896	216984	-	-	-	APT_RS01020	WP_003624844.1	362	tRNA epoxyqueuosine(34) reductase QueG
Unknown	NZ_AP014881.1	216997	218157	-	-	-	APT_RS01025	WP_003624841.1	386	tRNA guanosine(34) transglycosylase Tgt
Unknown	NZ_AP014881.1	218154	219236	-	-	-	APT_RS01030	WP_003624838.1	360	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
Unknown	NZ_AP014881.1	219407	219619	+	-	-	APT_RS01035	WP_003624836.1	70	MULTISPECIES: hypothetical protein
Unknown	NZ_AP014881.1	219639	220136	+	-	-	APT_RS01040	WP_003624834.1	165	kinase inhibitor
Unknown	NZ_AP014881.1	220206	222308	-	-	-	APT_RS01045	WP_003624833.1	700	hypothetical protein
Unknown	NZ_AP014881.1	222369	223118	-	-	-	APT_RS01050	WP_003624832.1	249	methylenetetrahydrofolate reductase
Unknown	NZ_AP014881.1	223115	224029	-	-	-	APT_RS01055	WP_003624830.1	304	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
Unknown	NZ_AP014881.1	224148	225296	-	-	-	APT_RS01060	WP_003624826.1	382	N-acetyltransferase
Unknown	NZ_AP014881.1	225316	225777	-	-	-	APT_RS01065	WP_035352790.1	153	MULTISPECIES: RidA family protein
Unknown	NZ_AP014881.1	225857	227413	-	-	-	APT_RS01070	WP_003624821.1	518	vitamin B12-dependent ribonucleotide reductase
Unknown	NZ_AP014881.1	227623	227991	+	-	-	APT_RS01075	WP_003624819.1	122	NADH:ubiquinone oxidoreductase subunit NDUFA12
Unknown	NZ_AP014881.1	228040	228585	+	-	-	APT_RS01080	WP_003624817.1	181	outer membrane lipid asymmetry maintenance protein MlaD
Unknown	NZ_AP014881.1	228637	228858	+	-	-	APT_RS01085	WP_003624815.1	73	hypothetical protein
Unknown	NZ_AP014881.1	228855	229442	+	-	-	APT_RS01090	WP_003624813.1	195	DUF2155 domain-containing protein
Unknown	NZ_AP014881.1	229619	230362	+	-	-	APT_RS01095	WP_003624809.1	247	trehalose-phosphatase
Unknown	NZ_AP014881.1	230366	231712	+	-	-	APT_RS01100	WP_003624807.1	448	trehalose-6-phosphate synthase
Unknown	NZ_AP014881.1	231709	232224	+	-	-	APT_RS01105	WP_020944529.1	171	disulfide bond formation protein B
Unknown	NZ_AP014881.1	232331	235288	+	-	-	APT_RS01110	WP_003624804.1	985	glycosyltransferase
Unknown	NZ_AP014881.1	235304	235765	-	-	-	APT_RS01115	WP_003624801.1	153	NUDIX domain-containing protein
Unknown	NZ_AP014881.1	235935	236918	+	-	-	APT_RS01120	WP_003624799.1	327	MULTISPECIES: aldo/keto reductase
Unknown	NZ_AP014881.1	237030	237482	+	-	-	APT_RS01125	WP_012812375.1	150	hypothetical protein
Unknown	NZ_AP014881.1	237552	239798	+	-	-	APT_RS01130	WP_035362361.1	748	excinuclease ABC subunit UvrB
