#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP015168.1	44142	45080	+	-	-	A4R89_RS00205	WP_070324378.1	312	methionyl-tRNA formyltransferase
chr	NZ_CP015168.1	45077	45865	+	-	-	A4R89_RS00210	WP_070324379.1	262	tRNA pseudouridine(38-40) synthase TruA
chr	NZ_CP015168.1	45890	46513	-	-	-	A4R89_RS00215	WP_070324380.1	207	hypothetical protein
chr	NZ_CP015168.1	46510	47685	-	-	-	A4R89_RS00220	WP_070324381.1	391	succinyl-diaminopimelate desuccinylase
chr	NZ_CP015168.1	47723	48571	-	-	-	A4R89_RS00225	WP_070322719.1	282	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
chr	NZ_CP015168.1	48707	49624	-	-	-	A4R89_RS00230	WP_012812628.1	305	MULTISPECIES: acetylglutamate kinase
chr	NZ_CP015168.1	49656	50339	-	-	-	A4R89_RS00235	WP_070324382.1	227	YihA family ribosome biogenesis GTP-binding protein
chr	NZ_CP015168.1	50336	52087	-	-	-	A4R89_RS00240	WP_070324383.1	583	membrane protein insertase YidC
chr	NZ_CP015168.1	52210	52590	-	-	-	A4R89_RS00245	WP_070322716.1	126	ribonuclease P protein component
chr	NZ_CP015168.1	52614	52748	-	-	-	A4R89_RS00250	WP_003622574.1	44	MULTISPECIES: 50S ribosomal protein L34
chr	NZ_CP015168.1	52900	53295	+	-	-	A4R89_RS00255	WP_070324384.1	131	hypothetical protein
chr	NZ_CP015168.1	53303	53695	-	-	-	A4R89_RS00260	WP_003622570.1	130	MULTISPECIES: lactoylglutathione lyase
chr	NZ_CP015168.1	53720	54577	-	-	-	A4R89_RS00265	WP_019089793.1	285	MULTISPECIES: LpxI family protein
chr	NZ_CP015168.1	54574	55431	-	-	-	A4R89_RS00270	WP_019089794.1	285	MULTISPECIES: acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
chr	NZ_CP015168.1	55565	56041	-	-	-	A4R89_RS00275	WP_080585983.1	158	MULTISPECIES: 3-hydroxyacyl-ACP dehydratase FabZ
chr	NZ_CP015168.1	56088	57173	-	-	-	A4R89_RS00280	WP_019089796.1	361	MULTISPECIES: UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
chr	NZ_CP015168.1	57176	58048	-	-	-	A4R89_RS00285	WP_050820353.1	290	MULTISPECIES: OmpH family outer membrane protein
chr	NZ_CP015168.1	58053	60557	-	-	-	A4R89_RS00290	WP_070322714.1	834	outer membrane protein assembly factor BamA
chr	NZ_CP015168.1	60643	61755	-	-	-	A4R89_RS00295	WP_082246964.1	370	RIP metalloprotease RseP
chr	NZ_CP015168.1	61787	62944	-	-	-	A4R89_RS00300	WP_070324385.1	385	1-deoxy-D-xylulose-5-phosphate reductoisomerase
chr	NZ_CP015168.1	63021	63857	-	-	-	A4R89_RS00305	WP_070322712.1	278	phosphatidate cytidylyltransferase
chr	NZ_CP015168.1	63854	64594	-	-	-	A4R89_RS00310	WP_019089801.1	246	MULTISPECIES: di-trans,poly-cis-decaprenylcistransferase
chr	NZ_CP015168.1	64657	65220	-	-	-	A4R89_RS00315	WP_003622549.1	187	MULTISPECIES: ribosome recycling factor
chr	NZ_CP015168.1	65327	66064	-	-	-	A4R89_RS00320	WP_003622547.1	245	MULTISPECIES: UMP kinase
chr	NZ_CP015168.1	66178	67080	-	-	-	A4R89_RS00325	WP_070324386.1	300	GTPase Era
chr	NZ_CP015168.1	67087	67803	-	-	-	A4R89_RS00330	WP_070325313.1	238	ribonuclease III
chr	NZ_CP015168.1	67818	68624	-	-	-	A4R89_RS00335	WP_019089803.1	268	MULTISPECIES: signal peptidase I
chr	NZ_CP015168.1	68713	69120	-	-	-	A4R89_RS00340	WP_019089804.1	135	MULTISPECIES: holo-ACP synthase
chr	NZ_CP015168.1	69117	71417	-	-	-	A4R89_RS00345	WP_070325314.1	766	bifunctional (p)ppGpp synthetase/guanosine-3\',5\'-bis(diphosphate) 3\'-pyrophosphohydrolase
chr	NZ_CP015168.1	71492	71863	-	-	-	A4R89_RS00350	WP_070324387.1	123	DNA-directed RNA polymerase subunit omega
chr	NZ_CP015168.1	71954	72466	-	-	-	A4R89_RS00355	WP_019089806.1	170	MULTISPECIES: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
chr	NZ_CP015168.1	72624	73247	+	-	-	A4R89_RS00360	WP_006116363.1	207	MULTISPECIES: NYN domain-containing protein
chr	NZ_CP015168.1	73409	74095	+	-	-	A4R89_RS00365	WP_070322711.1	228	carbonic anhydrase
chr	NZ_CP015168.1	74028	74993	+	-	-	A4R89_RS00370	WP_082246965.1	321	endonuclease/exonuclease/phosphatase family protein
chr	NZ_CP015168.1	75069	76376	-	-	-	A4R89_RS00375	WP_070322710.1	435	DEAD/DEAH box helicase
chr	NZ_CP015168.1	76842	77447	-	-	-	A4R89_RS00380	WP_019089810.1	201	MULTISPECIES: methionine biosynthesis protein MetW
chr	NZ_CP015168.1	77447	78622	-	-	-	A4R89_RS00385	WP_019089811.1	391	MULTISPECIES: homoserine O-acetyltransferase
chr	NZ_CP015168.1	78749	80554	-	-	-	A4R89_RS00390	WP_070324388.1	601	elongation factor 4
chr	NZ_CP015168.1	80680	81324	-	-	-	A4R89_RS00395	WP_070322707.1	214	helix-turn-helix transcriptional regulator
chr	NZ_CP015168.1	81321	81575	-	-	-	A4R89_RS00400	WP_082246853.1	84	hypothetical protein
chr	NZ_CP015168.1	83991	85376	-	-	-	A4R89_RS00415	WP_070324405.1	461	IS1380 family transposase
chr	NZ_CP015168.1	88696	90141	-	-	-	A4R89_RS00440	WP_070322705.1	481	MULTISPECIES: type I glutamate--ammonia ligase
chr	NZ_CP015168.1	90247	90585	-	-	-	A4R89_RS00445	WP_003622497.1	112	MULTISPECIES: P-II family nitrogen regulator
chr	NZ_CP015168.1	90825	92000	+	-	-	A4R89_RS00450	WP_070322704.1	391	aminotransferase
chr	NZ_CP015168.1	92416	94533	-	-	-	A4R89_RS00460	WP_070324389.1	705	hypothetical protein
chr	NZ_CP015168.1	94918	96138	+	-	-	A4R89_RS00465	WP_070322703.1	406	NADP-dependent isocitrate dehydrogenase
chr	NZ_CP015168.1	96303	97319	+	-	-	A4R89_RS00470	WP_070324390.1	338	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP015168.1	97331	97522	-	-	-	A4R89_RS00475	WP_070322701.1	63	hypothetical protein
chr	NZ_CP015168.1	97517	98773	+	-	-	A4R89_RS00480	WP_070322700.1	418	D-amino acid dehydrogenase
chr	NZ_CP015168.1	99031	99318	-	-	-	A4R89_RS00485	WP_070324391.1	95	hypothetical protein
chr	NZ_CP015168.1	99678	101495	-	-	-	A4R89_RS00490	WP_019089828.1	605	MULTISPECIES: translational GTPase TypA
chr	NZ_CP015168.1	101637	102137	+	-	-	A4R89_RS00495	WP_082247058.1	166	hypothetical protein
chr	NZ_CP015168.1	102202	103356	+	-	-	A4R89_RS00500	WP_070322698.1	384	MFS transporter
chr	NZ_CP015168.1	103371	104585	-	-	-	A4R89_RS00505	WP_019089831.1	404	MULTISPECIES: SMP-30/gluconolactonase/LRE family protein
chr	NZ_CP015168.1	104730	106190	-	-	-	A4R89_RS00510	WP_070322697.1	486	pyruvate kinase
chr	NZ_CP015168.1	106223	107239	-	-	-	A4R89_RS00515	WP_070322696.1	338	hypothetical protein
chr	NZ_CP015168.1	107519	108331	-	-	-	A4R89_RS00520	WP_070322695.1	270	molybdopterin-synthase adenylyltransferase MoeB
chr	NZ_CP015168.1	108525	109136	+	-	-	A4R89_RS00525	WP_019089837.1	203	MULTISPECIES: DUF2939 domain-containing protein
chr	NZ_CP015168.1	109262	109492	-	-	-	A4R89_RS00530	WP_070322694.1	76	DUF3126 family protein
chr	NZ_CP015168.1	109689	110225	+	-	-	A4R89_RS00535	WP_070325316.1	178	hypothetical protein
chr	NZ_CP015168.1	111303	113165	+	-	-	A4R89_RS00550	WP_070324393.1	620	hypothetical protein
chr	NZ_CP015168.1	113344	115314	+	-	-	A4R89_RS00555	WP_070324394.1	656	oligopeptide transporter, OPT family
chr	NZ_CP015168.1	115322	117670	-	-	-	A4R89_RS00560	WP_070324395.1	782	hypothetical protein
chr	NZ_CP015168.1	117731	118546	-	-	-	A4R89_RS00565	WP_019089843.1	271	MULTISPECIES: universal stress protein
chr	NZ_CP015168.1	118798	119595	+	-	-	A4R89_RS00570	WP_070322690.1	265	alpha/beta fold hydrolase
chr	NZ_CP015168.1	119627	121285	-	-	-	A4R89_RS00575	WP_070322689.1	552	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP015168.1	121491	122663	+	-	-	A4R89_RS00580	WP_070322688.1	390	cation diffusion facilitator family transporter
chr	NZ_CP015168.1	122724	123689	+	-	-	A4R89_RS00585	WP_070322687.1	321	cation transporter
chr	NZ_CP015168.1	123792	125207	+	-	-	A4R89_RS00590	WP_070324123.1	471	chloride channel protein
chr	NZ_CP015168.1	126161	127165	+	-	-	A4R89_RS00605	WP_070322686.1	334	GTP-binding protein
chr	NZ_CP015168.1	127162	128217	+	-	-	A4R89_RS00610	WP_019089850.1	351	MULTISPECIES: WD40 repeat domain-containing protein
chr	NZ_CP015168.1	128352	129635	+	-	-	A4R89_RS00615	WP_019089851.1	427	MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP015168.1	129888	130094	-	-	-	A4R89_RS00620	WP_019089853.1	68	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	130106	130705	-	-	-	A4R89_RS00625	WP_019089854.1	199	MULTISPECIES: Hsp20/alpha crystallin family protein
chr	NZ_CP015168.1	130863	132029	-	-	-	A4R89_RS00630	WP_019089855.1	388	MULTISPECIES: acetoin dehydrogenase dihydrolipoyllysine-residue acetyltransferase subunit
chr	NZ_CP015168.1	132033	133061	-	-	-	A4R89_RS00635	WP_019089856.1	342	MULTISPECIES: alpha-ketoacid dehydrogenase subunit beta
chr	NZ_CP015168.1	133109	134104	-	-	-	A4R89_RS00640	WP_070324396.1	331	thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha
chr	NZ_CP015168.1	134367	134567	+	-	-	A4R89_RS00645	WP_044583086.1	66	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	137509	138426	+	-	-	A4R89_RS00670	WP_070324398.1	305	polyphosphate kinase 2
chr	NZ_CP015168.1	138883	140445	+	-	-	A4R89_RS00675	WP_082246966.1	520	Hint domain-containing protein
chr	NZ_CP015168.1	140482	140904	+	-	-	A4R89_RS00680	WP_082246967.1	140	hypothetical protein
chr	NZ_CP015168.1	141121	142143	-	-	-	A4R89_RS00685	WP_070324399.1	340	IS110 family transposase
chr	NZ_CP015168.1	142405	143790	-	-	-	A4R89_RS00690	WP_070324400.1	461	IS1380 family transposase
chr	NZ_CP015168.1	144699	144941	+	-	-	A4R89_RS15870	WP_082246968.1	80	hypothetical protein
chr	NZ_CP015168.1	145072	146277	+	-	-	A4R89_RS00700	WP_070324402.1	401	IS701 family transposase
chr	NZ_CP015168.1	147287	147880	-	-	-	A4R89_RS00715	WP_070325317.1	197	hypothetical protein
chr	NZ_CP015168.1	148024	150480	-	-	-	A4R89_RS00720	WP_070324121.1	818	TonB-dependent receptor
chr	NZ_CP015168.1	150616	152820	+	-	-	A4R89_RS00725	WP_070324403.1	734	M13 family peptidase
chr	NZ_CP015168.1	152945	154150	+	-	-	A4R89_RS00730	WP_070322680.1	401	energy transducer TonB
chr	NZ_CP015168.1	154260	154520	-	-	-	A4R89_RS00735	WP_070324120.1	86	hypothetical protein
chr	NZ_CP015168.1	155118	155942	+	-	-	A4R89_RS00740	WP_082246712.1	274	IS5 family transposase
chr	NZ_CP015168.1	155933	156256	-	-	-	A4R89_RS00745	WP_070324404.1	107	hypothetical protein
chr	NZ_CP015168.1	156348	156563	-	-	-	A4R89_RS00750	WP_070322677.1	71	hypothetical protein
chr	NZ_CP015168.1	156562	157002	+	-	-	A4R89_RS00755	WP_019089870.1	146	MULTISPECIES: acyl-CoA thioesterase
chr	NZ_CP015168.1	157234	158058	+	-	-	A4R89_RS00760	WP_019089872.1	274	MULTISPECIES: ferritin-like domain-containing protein
chr	NZ_CP015168.1	158128	158511	+	-	-	A4R89_RS00765	WP_019089873.1	127	MULTISPECIES: VOC family protein
chr	NZ_CP015168.1	158637	159071	-	-	-	A4R89_RS00770	WP_019089874.1	144	MULTISPECIES: fluoride efflux transporter CrcB
chr	NZ_CP015168.1	159081	159851	-	-	-	A4R89_RS00775	WP_070322675.1	256	SDR family NAD(P)-dependent oxidoreductase
chr	NZ_CP015168.1	159997	160506	-	-	-	A4R89_RS00780	WP_019089876.1	169	MULTISPECIES: Rrf2 family transcriptional regulator
chr	NZ_CP015168.1	160535	160720	+	-	-	A4R89_RS15880	WP_082246969.1	61	DUF488 family protein
chr	NZ_CP015168.1	160771	162156	+	-	-	A4R89_RS00785	WP_070324405.1	461	IS1380 family transposase
chr	NZ_CP015168.1	162288	162566	+	-	-	A4R89_RS00790	WP_082246970.1	92	DUF488 family protein
chr	NZ_CP015168.1	162930	163835	+	-	-	A4R89_RS00795	WP_019089877.1	301	MULTISPECIES: formyltetrahydrofolate deformylase
chr	NZ_CP015168.1	163951	164274	-	-	-	A4R89_RS00800	WP_070324406.1	107	hypothetical protein
chr	NZ_CP015168.1	164525	165085	+	-	-	A4R89_RS00805	WP_019089880.1	186	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	165205	165768	-	-	-	A4R89_RS00810	WP_070322673.1	187	nicotinamide riboside transporter PnuC
chr	NZ_CP015168.1	165768	167012	-	-	-	A4R89_RS00815	WP_070322672.1	414	aminoglycoside phosphotransferase
chr	NZ_CP015168.1	167015	169435	-	-	-	A4R89_RS00820	WP_070324407.1	806	TonB-dependent receptor
chr	NZ_CP015168.1	169520	170782	-	-	-	A4R89_RS00825	WP_070324408.1	420	sodium:proton antiporter
chr	NZ_CP015168.1	170855	171301	-	-	-	A4R89_RS00830	WP_019089885.1	148	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	172000	173097	-	-	-	A4R89_RS00840	WP_070322671.1	365	phage tail protein
chr	NZ_CP015168.1	173105	173683	-	-	-	A4R89_RS00845	WP_070322670.1	192	DUF2612 domain-containing protein
chr	NZ_CP015168.1	173683	174918	-	-	-	A4R89_RS00850	WP_070324409.1	411	hypothetical protein
chr	NZ_CP015168.1	174905	175258	-	-	-	A4R89_RS00855	WP_070324410.1	117	hypothetical protein
chr	NZ_CP015168.1	175270	175959	-	-	-	A4R89_RS00860	WP_070322667.1	229	baseplate assembly protein
chr	NZ_CP015168.1	175956	176843	-	-	-	A4R89_RS00865	WP_070324411.1	295	hypothetical protein
chr	NZ_CP015168.1	176879	177199	-	-	-	A4R89_RS00870	WP_070322665.1	106	hypothetical protein
chr	NZ_CP015168.1	177196	177909	-	-	-	A4R89_RS00875	WP_070322664.1	237	hypothetical protein
chr	NZ_CP015168.1	177945	178958	-	-	-	A4R89_RS00880	WP_070322663.1	337	hypothetical protein
chr	NZ_CP015168.1	179128	179583	-	-	-	A4R89_RS00885	WP_070322662.1	151	hypothetical protein
chr	NZ_CP015168.1	179848	181233	-	-	-	A4R89_RS00890	WP_070324412.1	461	IS1380-like element IS1380A family transposase
chr	NZ_CP015168.1	181291	181728	-	-	-	A4R89_RS00895	WP_070324413.1	145	hypothetical protein
chr	NZ_CP015168.1	182904	183476	-	-	-	A4R89_RS00905	WP_070322660.1	190	hypothetical protein
chr	NZ_CP015168.1	183437	183817	-	-	-	A4R89_RS00910	WP_070322659.1	126	hypothetical protein
chr	NZ_CP015168.1	183808	184314	-	-	-	A4R89_RS00915	WP_070324414.1	168	DUF4054 domain-containing protein
chr	NZ_CP015168.1	184351	184668	-	-	-	A4R89_RS00920	WP_070322658.1	105	hypothetical protein
chr	NZ_CP015168.1	184718	185755	-	-	-	A4R89_RS00925	WP_070325318.1	345	DUF2184 domain-containing protein
chr	NZ_CP015168.1	185755	186255	-	-	-	A4R89_RS00930	WP_070322656.1	166	hypothetical protein
chr	NZ_CP015168.1	186293	187951	-	-	-	A4R89_RS00935	WP_070324415.1	552	DUF1073 domain-containing protein
chr	NZ_CP015168.1	187964	188182	-	-	-	A4R89_RS00940	WP_070324416.1	72	hypothetical protein
chr	NZ_CP015168.1	188197	189249	+	-	-	A4R89_RS00945	WP_070324417.1	350	rhodanese-related sulfurtransferase
chr	NZ_CP015168.1	189246	190700	-	-	-	A4R89_RS00950	WP_070324418.1	484	terminase
chr	NZ_CP015168.1	190734	190916	-	-	-	A4R89_RS00955	WP_019089910.1	60	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	192474	193118	+	-	-	A4R89_RS00975	WP_070322651.1	214	hypothetical protein
chr	NZ_CP015168.1	193115	195298	-	-	-	A4R89_RS00980	WP_070324419.1	727	acyltransferase
chr	NZ_CP015168.1	195338	195517	-	-	-	A4R89_RS00985	WP_019089914.1	59	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	195729	197072	+	-	-	A4R89_RS00990	WP_070325319.1	447	B12-binding domain-containing radical SAM protein
chr	NZ_CP015168.1	197496	198746	+	-	-	A4R89_RS00995	WP_070324420.1	416	IS701 family transposase
chr	NZ_CP015168.1	198665	198859	+	-	-	A4R89_RS15890	WP_082247059.1	64	hypothetical protein
chr	NZ_CP015168.1	202010	203767	+	-	-	A4R89_RS01020	WP_070324422.1	585	hypothetical protein
chr	NZ_CP015168.1	203864	204403	-	-	-	A4R89_RS01025	WP_070323614.1	179	hypothetical protein
chr	NZ_CP015168.1	204447	205040	-	-	-	A4R89_RS01030	WP_070324237.1	197	hypothetical protein
chr	NZ_CP015168.1	206723	207517	+	-	-	A4R89_RS01045	WP_070324423.1	264	LexA family transcriptional regulator
chr	NZ_CP015168.1	208973	210358	+	-	-	A4R89_RS01065	WP_070324426.1	461	IS1380 family transposase
chr	NZ_CP015168.1	212682	212900	-	-	-	A4R89_RS01080	WP_019089924.1	72	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	213876	214265	+	-	-	A4R89_RS01090	WP_070323616.1	129	hypothetical protein
chr	NZ_CP015168.1	214278	214715	-	-	-	A4R89_RS01095	WP_070323617.1	145	DUF1311 domain-containing protein
chr	NZ_CP015168.1	214918	215235	+	-	-	A4R89_RS01100	WP_070324427.1	105	hypothetical protein
chr	NZ_CP015168.1	215327	216577	+	-	-	A4R89_RS01105	WP_070324428.1	416	FAD-binding oxidoreductase
chr	NZ_CP015168.1	216582	217112	+	-	-	A4R89_RS01110	WP_070323620.1	176	cytochrome c
chr	NZ_CP015168.1	217195	219411	-	-	-	A4R89_RS01115	WP_070324429.1	738	TonB-dependent siderophore receptor
chr	NZ_CP015168.1	220703	221392	-	-	-	A4R89_RS01130	WP_070323622.1	229	hypothetical protein
chr	NZ_CP015168.1	221456	221833	-	-	-	A4R89_RS01135	WP_070324430.1	125	hypothetical protein
chr	NZ_CP015168.1	224074	224898	+	-	-	A4R89_RS01150	WP_019089936.1	274	MULTISPECIES: META domain-containing protein
chr	NZ_CP015168.1	224895	225083	-	-	-	A4R89_RS01155	WP_070323623.1	62	hypothetical protein
chr	NZ_CP015168.1	225116	225616	+	-	-	A4R89_RS01160	WP_070324238.1	166	CHRD domain-containing protein
chr	NZ_CP015168.1	225729	226163	-	-	-	A4R89_RS01165	WP_019089939.1	144	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	226274	226666	-	-	-	A4R89_RS01170	WP_019089940.1	130	MULTISPECIES: DUF805 domain-containing protein
chr	NZ_CP015168.1	226760	227707	-	-	-	A4R89_RS01175	WP_070324431.1	315	hypothetical protein
chr	NZ_CP015168.1	227951	228637	+	-	-	A4R89_RS01180	WP_019089943.1	228	MULTISPECIES: DUF1275 domain-containing protein
chr	NZ_CP015168.1	228669	229472	+	-	-	A4R89_RS01185	WP_070323625.1	267	hypothetical protein
chr	NZ_CP015168.1	229538	229726	-	-	-	A4R89_RS01190	WP_019089945.1	62	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	229894	230166	+	-	-	A4R89_RS01195	WP_019089946.1	90	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	230269	230667	-	-	-	A4R89_RS01200	WP_070323626.1	132	hypothetical protein
chr	NZ_CP015168.1	230721	231083	-	-	-	A4R89_RS01205	WP_070323627.1	120	YggT family protein
chr	NZ_CP015168.1	231745	232986	+	-	-	A4R89_RS01215	WP_070324432.1	413	Hint domain-containing protein
chr	NZ_CP015168.1	233102	233344	-	-	-	A4R89_RS01220	WP_070323647.1	80	hypothetical protein
chr	NZ_CP015168.1	233868	235253	-	-	-	A4R89_RS01225	WP_070324433.1	461	IS1380 family transposase
chr	NZ_CP015168.1	235311	236105	-	-	-	A4R89_RS01230	WP_082246971.1	264	IS5 family transposase
chr	NZ_CP015168.1	236257	236628	+	-	-	A4R89_RS01235	WP_019089518.1	123	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	238296	239975	-	-	-	A4R89_RS01245	WP_070323649.1	559	hypothetical protein
chr	NZ_CP015168.1	240379	240606	+	-	-	A4R89_RS01250	WP_019089515.1	75	MULTISPECIES: hypothetical protein
chr	NZ_CP015168.1	240621	241718	-	-	-	A4R89_RS01255	WP_019089514.1	365	MULTISPECIES: class I SAM-dependent methyltransferase
chr	NZ_CP015168.1	241826	242902	+	-	-	A4R89_RS01260	WP_070324435.1	358	glycosyltransferase family 61 protein
chr	NZ_CP015168.1	243009	243470	+	-	-	A4R89_RS01265	WP_070323652.1	153	(2Fe-2S)-binding protein
chr	NZ_CP015168.1	243467	245659	+	-	-	A4R89_RS01270	WP_070323653.1	730	xanthine dehydrogenase family protein molybdopterin-binding subunit
chr	NZ_CP015168.1	245664	246968	+	-	-	A4R89_RS01275	WP_070323654.1	434	cytochrome c
chr	NZ_CP015168.1	247083	248531	-	-	-	A4R89_RS01280	WP_070323655.1	482	aldehyde dehydrogenase
chr	NZ_CP015168.1	248637	249503	-	-	-	A4R89_RS01285	WP_070324436.1	288	LysR family transcriptional regulator
chr	NZ_CP015168.1	249510	250406	-	-	-	A4R89_RS01290	WP_070324437.1	298	aldo/keto reductase
chr	NZ_CP015168.1	250491	251243	-	-	-	A4R89_RS01295	WP_070323658.1	250	hypothetical protein
chr	NZ_CP015168.1	251372	251962	-	-	-	A4R89_RS01300	WP_070323659.1	196	methylamine utilization protein MauD
chr	NZ_CP015168.1	252011	253372	-	-	-	A4R89_RS01305	WP_070323660.1	453	hypothetical protein
chr	NZ_CP015168.1	253500	254009	-	-	-	A4R89_RS01310	WP_070323661.1	169	cystathionine beta-lyase
chr	NZ_CP015168.1	254012	254599	-	-	-	A4R89_RS01315	WP_070323662.1	195	methylamine dehydrogenase (amicyanin) small subunit
