#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
I	NZ_LN609302.1	21695	22255	-	-	-	AGA_RS00115	WP_059022489.1	186	hypothetical protein
I	NZ_LN609302.1	22210	22590	-	-	-	AGA_RS00120	WP_059022490.1	126	hypothetical protein
I	NZ_LN609302.1	22618	23061	-	-	-	AGA_RS00125	WP_059022491.1	147	DUF4054 domain-containing protein
I	NZ_LN609302.1	23061	23498	-	-	-	AGA_RS00130	WP_059022492.1	145	hypothetical protein
I	NZ_LN609302.1	23504	24565	-	-	-	AGA_RS00135	WP_059022493.1	353	hypothetical protein
I	NZ_LN609302.1	24572	25114	-	-	-	AGA_RS00140	WP_059022494.1	180	hypothetical protein
I	NZ_LN609302.1	25133	26395	-	-	-	AGA_RS00145	WP_083503482.1	420	DUF2213 domain-containing protein
I	NZ_LN609302.1	26286	27890	-	-	-	AGA_RS00150	WP_059022496.1	534	DUF1073 domain-containing protein
I	NZ_LN609302.1	27887	29149	-	-	-	AGA_RS00155	WP_059022497.1	420	PBSX family phage terminase large subunit
I	NZ_LN609302.1	29146	29598	-	-	-	AGA_RS00160	WP_059022498.1	150	hypothetical protein
I	NZ_LN609302.1	29534	29953	-	-	-	AGA_RS00165	WP_059022499.1	139	hypothetical protein
I	NZ_LN609302.1	30161	30706	-	-	-	AGA_RS00170	WP_059024539.1	181	hypothetical protein
I	NZ_LN609302.1	30855	31421	-	-	-	AGA_RS00175	WP_059022500.1	188	hypothetical protein
I	NZ_LN609302.1	31418	32080	-	-	-	AGA_RS00180	WP_083503647.1	220	DUF1376 domain-containing protein
I	NZ_LN609302.1	33037	33336	+	-	-	AGA_RS00190	WP_059022502.1	99	hypothetical protein
I	NZ_LN609302.1	33706	33906	-	-	-	AGA_RS00195	WP_059022503.1	66	hypothetical protein
I	NZ_LN609302.1	33910	34338	-	-	-	AGA_RS00200	WP_059022504.1	142	hypothetical protein
I	NZ_LN609302.1	34363	34812	-	-	-	AGA_RS00205	WP_059022505.1	149	hypothetical protein
I	NZ_LN609302.1	35358	35702	+	-	-	AGA_RS00210	WP_059022506.1	114	hypothetical protein
I	NZ_LN609302.1	35733	37139	+	-	-	AGA_RS00215	WP_059022507.1	468	hypothetical protein
I	NZ_LN609302.1	38272	38511	-	-	-	AGA_RS00225	WP_059022508.1	79	hypothetical protein
I	NZ_LN609302.1	38906	40672	-	-	-	AGA_RS00230	WP_059022509.1	588	RNA-directed DNA polymerase
I	NZ_LN609302.1	41974	42465	-	-	-	AGA_RS00240	WP_059022510.1	163	peptidylprolyl isomerase
I	NZ_LN609302.1	42509	43036	-	-	-	AGA_RS00245	WP_059022511.1	175	pantetheine-phosphate adenylyltransferase
I	NZ_LN609302.1	43033	45837	-	-	-	AGA_RS00250	WP_059022512.1	934	DNA gyrase subunit A
I	NZ_LN609302.1	46071	46268	+	-	-	AGA_RS00255	WP_059022513.1	65	YqaE/Pmp3 family membrane protein
I	NZ_LN609302.1	46371	47789	-	-	-	AGA_RS00260	WP_059022514.1	472	2-nitropropane dioxygenase
I	NZ_LN609302.1	47859	50009	-	-	-	AGA_RS00265	WP_059022515.1	716	polyribonucleotide nucleotidyltransferase
I	NZ_LN609302.1	50045	50278	-	-	-	AGA_RS00270	WP_059022516.1	77	hypothetical protein
I	NZ_LN609302.1	50315	50584	-	-	-	AGA_RS00275	WP_048853324.1	89	MULTISPECIES: 30S ribosomal protein S15
I	NZ_LN609302.1	50608	51522	-	-	-	AGA_RS00280	WP_059024540.1	304	tRNA pseudouridine(55) synthase TruB
I	NZ_LN609302.1	51798	52970	+	-	-	AGA_RS00285	WP_059022517.1	390	ABC transporter permease
I	NZ_LN609302.1	52974	53768	+	-	-	AGA_RS00290	WP_059022518.1	264	ATP-binding cassette domain-containing protein
I	NZ_LN609302.1	54712	55302	+	-	-	AGA_RS00300	WP_059022519.1	196	membrane integrity-associated transporter subunit PqiC
I	NZ_LN609302.1	55357	56616	+	-	-	AGA_RS00305	WP_083503483.1	419	UDP-galactopyranose mutase
I	NZ_LN609302.1	56742	57464	+	-	-	AGA_RS00310	WP_059022520.1	240	glycosyltransferase family 25 protein
I	NZ_LN609302.1	57513	58586	-	-	-	AGA_RS00315	WP_083503484.1	357	glycosyltransferase family 2 protein
I	NZ_LN609302.1	58782	60485	-	-	-	AGA_RS00320	WP_059022522.1	567	DUF4422 domain-containing protein
I	NZ_LN609302.1	60673	61266	-	-	-	AGA_RS00325	WP_059022523.1	197	hypothetical protein
I	NZ_LN609302.1	61401	62141	+	-	-	AGA_RS00330	WP_059022524.1	246	methyltransferase domain-containing protein
I	NZ_LN609302.1	62291	62803	+	-	-	AGA_RS00335	WP_059022525.1	170	flagellar basal body-associated protein FliL
I	NZ_LN609302.1	65229	66146	+	-	-	AGA_RS00350	WP_059022526.1	305	flagellin C
I	NZ_LN609302.1	66391	67584	-	-	-	AGA_RS00355	WP_059022527.1	397	hypothetical protein
I	NZ_LN609302.1	67692	68099	-	-	-	AGA_RS00360	WP_059022528.1	135	flagellar basal body rod protein FlgC
I	NZ_LN609302.1	68115	68531	-	-	-	AGA_RS00365	WP_059022529.1	138	flagellar biosynthesis protein FlgB
I	NZ_LN609302.1	68772	69581	+	-	-	AGA_RS00370	WP_059022530.1	269	hypothetical protein
I	NZ_LN609302.1	72532	72780	-	-	-	AGA_RS00380	WP_059022531.1	82	hypothetical protein
I	NZ_LN609302.1	73056	73853	+	-	-	AGA_RS00385	WP_059022532.1	265	response regulator transcription factor
I	NZ_LN609302.1	73994	74332	+	-	-	AGA_RS00390	WP_059022533.1	112	flagellar hook-basal body protein FliE
I	NZ_LN609302.1	74346	74621	+	-	-	AGA_RS00395	WP_059022534.1	91	flagellar biosynthetic protein FliQ
I	NZ_LN609302.1	74707	75480	+	-	-	AGA_RS00400	WP_083503648.1	257	flagellar biosynthetic protein FliR
I	NZ_LN609302.1	75493	76605	+	-	-	AGA_RS00405	WP_059022536.1	370	EscU/YscU/HrcU family type III secretion system export apparatus switch protein
I	NZ_LN609302.1	76892	78232	+	-	-	AGA_RS00410	WP_059022537.1	446	flagellar hook-basal body complex protein
I	NZ_LN609302.1	78301	79824	-	-	-	AGA_RS00415	WP_083503485.1	507	hypothetical protein
I	NZ_LN609302.1	79859	80254	-	-	-	AGA_RS00420	WP_059022539.1	131	hypothetical protein
I	NZ_LN609302.1	80568	82064	-	-	-	AGA_RS00425	WP_059022540.1	498	methyl-accepting chemotaxis protein
I	NZ_LN609302.1	82346	83161	-	-	-	AGA_RS00430	WP_059022541.1	271	flagellar biosynthesis protein FlgD
I	NZ_LN609302.1	83204	85207	-	-	-	AGA_RS00435	WP_059022542.1	667	hypothetical protein
I	NZ_LN609302.1	85259	86140	-	-	-	AGA_RS00440	WP_059022543.1	293	flagellar motor stator protein MotA
I	NZ_LN609302.1	86220	87602	-	-	-	AGA_RS00445	WP_083503486.1	460	hypothetical protein
I	NZ_LN609302.1	87620	88384	-	-	-	AGA_RS00450	WP_059022544.1	254	hypothetical protein
I	NZ_LN609302.1	88583	89008	-	-	-	AGA_RS00455	WP_059022545.1	141	hypothetical protein
I	NZ_LN609302.1	89019	90371	-	-	fliI	AGA_RS00460	WP_059024542.1	450	flagellar protein export ATPase FliI
I	NZ_LN609302.1	90511	92673	-	-	-	AGA_RS00465	WP_059022546.1	720	DUF1217 domain-containing protein
I	NZ_LN609302.1	92985	93698	+	-	-	AGA_RS00470	WP_059022547.1	237	hypothetical protein
I	NZ_LN609302.1	93742	94230	+	-	-	AGA_RS00475	WP_059024543.1	162	hypothetical protein
I	NZ_LN609302.1	94255	94686	-	-	-	AGA_RS00480	WP_059022548.1	143	hypothetical protein
I	NZ_LN609302.1	94683	95027	-	-	-	AGA_RS00485	WP_083503487.1	114	chemotaxis protein
I	NZ_LN609302.1	95034	96128	-	-	flgI	AGA_RS00490	WP_059022549.1	364	flagellar basal body P-ring protein FlgI
I	NZ_LN609302.1	96618	97571	+	-	-	AGA_RS00495	WP_059022550.1	317	lytic transglycosylase domain-containing protein
I	NZ_LN609302.1	97641	99206	-	-	-	AGA_RS13315	WP_083503649.1	521	tetratricopeptide repeat protein
I	NZ_LN609302.1	100967	102451	-	-	-	AGA_RS00505	WP_059024545.1	494	flagellar protein FlbA
I	NZ_LN609302.1	102816	105011	+	-	-	AGA_RS00510	WP_083503488.1	731	flagellar biosynthesis protein FlhA
I	NZ_LN609302.1	105047	105907	+	-	-	AGA_RS00515	WP_059022551.1	286	hypothetical protein
I	NZ_LN609302.1	106012	107286	+	-	-	AGA_RS00520	WP_059022552.1	424	O-antigen ligase family protein
I	NZ_LN609302.1	107312	107698	-	-	-	AGA_RS00525	WP_059022553.1	128	hypothetical protein
I	NZ_LN609302.1	107726	108178	-	-	-	AGA_RS00530	WP_083503650.1	150	chemotaxis protein CheD
I	NZ_LN609302.1	108283	108672	-	-	-	AGA_RS00535	WP_059022555.1	129	response regulator
I	NZ_LN609302.1	108763	109803	-	-	-	AGA_RS00540	WP_059022556.1	346	chemotaxis response regulator protein-glutamate methylesterase
I	NZ_LN609302.1	109807	110652	-	-	-	AGA_RS00545	WP_059022557.1	281	chemotaxis protein
I	NZ_LN609302.1	110652	111107	-	-	-	AGA_RS00550	WP_059024547.1	151	purine-binding chemotaxis protein CheW
I	NZ_LN609302.1	111153	113420	-	-	-	AGA_RS00555	WP_059022558.1	755	chemotaxis protein CheA
I	NZ_LN609302.1	113436	113819	-	-	-	AGA_RS00560	WP_059022559.1	127	response regulator
I	NZ_LN609302.1	113828	114094	-	-	-	AGA_RS00565	WP_059022560.1	88	STAS domain-containing protein
I	NZ_LN609302.1	116300	117031	-	-	-	AGA_RS00575	WP_059024548.1	243	flagellar type III secretion system pore protein FliP
I	NZ_LN609302.1	117073	117453	-	-	-	AGA_RS00580	WP_083503489.1	126	hypothetical protein
I	NZ_LN609302.1	117495	117857	-	-	-	AGA_RS00585	WP_059022561.1	120	flagellar motor switch protein FliN
I	NZ_LN609302.1	117874	118596	-	-	-	AGA_RS00590	WP_083503651.1	240	hypothetical protein
I	NZ_LN609302.1	118635	119699	-	-	-	AGA_RS00595	WP_083503490.1	354	flagellar motor switch protein FliG
I	NZ_LN609302.1	119703	121349	-	-	-	AGA_RS00600	WP_059022563.1	548	flagellar M-ring protein FliF
I	NZ_LN609302.1	121612	121947	-	-	-	AGA_RS00605	WP_059022564.1	111	hypothetical protein
I	NZ_LN609302.1	123227	123874	-	-	-	AGA_RS00615	WP_059022566.1	215	hypothetical protein
I	NZ_LN609302.1	124124	124876	-	-	-	AGA_RS00620	WP_059022567.1	250	flagellar basal body L-ring protein FlgH
I	NZ_LN609302.1	124884	125846	-	-	-	AGA_RS00625	WP_059024550.1	320	flagellar basal body P-ring formation protein FlgA
I	NZ_LN609302.1	125908	126696	-	-	-	AGA_RS00630	WP_083503491.1	262	flagellar basal-body rod protein FlgG
I	NZ_LN609302.1	127051	127797	+	-	-	AGA_RS00635	WP_059022568.1	248	flagellar basal-body rod protein FlgF
I	NZ_LN609302.1	127943	129496	+	-	-	AGA_RS00640	WP_059022569.1	517	flagellar hook-associated protein FlgK
I	NZ_LN609302.1	129522	130622	+	-	-	AGA_RS00645	WP_059022570.1	366	flagellin
I	NZ_LN609302.1	130690	131127	-	-	-	AGA_RS00650	WP_059022571.1	145	hypothetical protein
I	NZ_LN609302.1	131176	134682	+	-	-	AGA_RS00655	WP_059022572.1	1168	methionine synthase
I	NZ_LN609302.1	134710	135060	+	-	-	AGA_RS00660	WP_059024552.1	116	hypothetical protein
I	NZ_LN609302.1	135070	135765	-	-	-	AGA_RS00665	WP_059022573.1	231	hypothetical protein
I	NZ_LN609302.1	135753	136478	-	-	-	AGA_RS00670	WP_059022574.1	241	hypothetical protein
I	NZ_LN609302.1	136766	137290	+	-	-	AGA_RS00675	WP_059022575.1	174	CvpA family protein
I	NZ_LN609302.1	137337	138824	+	-	-	AGA_RS00680	WP_059022576.1	495	amidophosphoribosyltransferase
I	NZ_LN609302.1	138904	139686	-	-	-	AGA_RS00685	WP_059022577.1	260	acetoin reductase
I	NZ_LN609302.1	139820	140515	-	-	-	AGA_RS00690	WP_059022578.1	231	membrane integrity-associated transporter subunit PqiC
I	NZ_LN609302.1	140520	142226	-	-	-	AGA_RS00695	WP_059022579.1	568	MCE family protein
I	NZ_LN609302.1	142223	143695	-	-	-	AGA_RS00700	WP_059022580.1	490	paraquat-inducible protein A
I	NZ_LN609302.1	144192	145892	-	-	-	AGA_RS00710	WP_059022581.1	566	glycosyltransferase family 39 protein
I	NZ_LN609302.1	145886	146653	-	-	-	AGA_RS00715	WP_059022582.1	255	glycosyltransferase
I	NZ_LN609302.1	146681	147184	-	-	-	AGA_RS00720	WP_059022583.1	167	F0F1 ATP synthase subunit B
I	NZ_LN609302.1	147209	147808	-	-	-	AGA_RS00725	WP_059022584.1	199	ATP synthase F0 subunit B\'
I	NZ_LN609302.1	147837	148061	-	-	-	AGA_RS00730	WP_025828682.1	74	MULTISPECIES: ATP synthase subunit C
I	NZ_LN609302.1	148114	148863	-	-	-	AGA_RS00735	WP_059022585.1	249	F0F1 ATP synthase subunit A
I	NZ_LN609302.1	148914	149219	-	-	-	AGA_RS00740	WP_059022586.1	101	AtpZ/AtpI family protein
I	NZ_LN609302.1	149340	150269	-	-	-	AGA_RS00745	WP_059022587.1	309	signal recognition particle-docking protein FtsY
I	NZ_LN609302.1	150271	151518	-	-	-	AGA_RS00750	WP_059022588.1	415	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB
I	NZ_LN609302.1	151515	152330	-	-	-	AGA_RS00755	WP_059022589.1	271	diaminopimelate epimerase
I	NZ_LN609302.1	152447	152848	-	-	-	AGA_RS00760	WP_059022590.1	133	lactoylglutathione lyase
I	NZ_LN609302.1	155063	156823	+	-	-	AGA_RS00770	WP_059022591.1	586	DEAD/DEAH box helicase
I	NZ_LN609302.1	156943	157485	-	-	-	AGA_RS00775	WP_059022592.1	180	hypothetical protein
I	NZ_LN609302.1	157650	159218	+	-	-	AGA_RS00780	WP_083503652.1	522	peptidase S10
I	NZ_LN609302.1	159342	159830	-	-	-	AGA_RS00785	WP_059022593.1	162	30S ribosomal protein S9
I	NZ_LN609302.1	159836	160312	-	-	-	AGA_RS00790	WP_059022594.1	158	50S ribosomal protein L13
I	NZ_LN609302.1	160516	161856	+	-	-	AGA_RS00795	WP_059022595.1	446	hypothetical protein
I	NZ_LN609302.1	162835	163551	-	-	-	AGA_RS00805	WP_059022596.1	238	phosphate signaling complex protein PhoU
I	NZ_LN609302.1	163583	164380	-	-	-	AGA_RS00810	WP_059024555.1	265	phosphate ABC transporter ATP-binding protein PstB
I	NZ_LN609302.1	164410	165285	-	-	-	AGA_RS00815	WP_059022597.1	291	phosphate ABC transporter permease PstA
I	NZ_LN609302.1	165288	166271	-	-	-	AGA_RS00820	WP_059022598.1	327	phosphate ABC transporter permease subunit PstC
I	NZ_LN609302.1	166595	168463	+	-	-	AGA_RS00825	WP_059022599.1	622	dihydroxy-acid dehydratase
I	NZ_LN609302.1	168605	169291	-	-	-	AGA_RS00830	WP_059024556.1	228	hypothetical protein
I	NZ_LN609302.1	169772	170755	-	-	-	AGA_RS00835	WP_059022600.1	327	quinone oxidoreductase
I	NZ_LN609302.1	170845	171882	-	-	-	AGA_RS00840	WP_059022601.1	345	FUSC family protein
I	NZ_LN609302.1	171921	173450	-	-	-	AGA_RS00845	WP_059022602.1	509	DegQ family serine endoprotease
I	NZ_LN609302.1	173544	174749	-	-	-	AGA_RS00850	WP_059022603.1	401	OpgC domain-containing protein
I	NZ_LN609302.1	176197	177114	-	-	-	AGA_RS00860	WP_059024557.1	305	FAD-dependent thymidylate synthase
I	NZ_LN609302.1	177750	178283	+	-	-	AGA_RS00865	WP_059022604.1	177	hypothetical protein
I	NZ_LN609302.1	178382	179986	+	-	-	AGA_RS00870	WP_059022605.1	534	fumarate hydratase
I	NZ_LN609302.1	180055	180447	+	-	-	AGA_RS00875	WP_059022606.1	130	VOC family protein
I	NZ_LN609302.1	180516	182102	-	-	-	AGA_RS00880	WP_083503492.1	528	Tat pathway signal protein
I	NZ_LN609302.1	182465	182956	+	-	-	AGA_RS00885	WP_059022607.1	163	hypothetical protein
I	NZ_LN609302.1	183090	184256	+	-	-	AGA_RS00890	WP_059022608.1	388	nucleotide sugar dehydrogenase
I	NZ_LN609302.1	185305	186210	-	-	-	AGA_RS00900	WP_059022609.1	301	glycosyltransferase family 2 protein
I	NZ_LN609302.1	186814	187695	-	-	-	AGA_RS00910	WP_059022610.1	293	glucose-1-phosphate thymidylyltransferase RfbA
I	NZ_LN609302.1	187692	188747	-	-	-	AGA_RS00915	WP_059022611.1	351	dTDP-glucose 4,6-dehydratase
I	NZ_LN609302.1	188755	189534	-	-	-	AGA_RS00920	WP_059022612.1	259	ABC transporter ATP-binding protein
I	NZ_LN609302.1	189539	190408	-	-	-	AGA_RS00925	WP_059022613.1	289	ABC transporter permease
I	NZ_LN609302.1	190563	191438	-	-	-	AGA_RS00930	WP_059022614.1	291	SDR family oxidoreductase
I	NZ_LN609302.1	191838	192851	+	-	-	AGA_RS00935	WP_059022615.1	337	ADP-glyceromanno-heptose 6-epimerase
I	NZ_LN609302.1	192903	194357	+	-	-	AGA_RS00940	WP_059022616.1	484	D-glycero-beta-D-manno-heptose-7-phosphate kinase
I	NZ_LN609302.1	194350	195510	+	-	-	AGA_RS00945	WP_059022617.1	386	hypothetical protein
I	NZ_LN609302.1	196820	197962	-	-	-	AGA_RS00955	WP_059022618.1	380	alanine racemase
I	NZ_LN609302.1	198093	198554	+	-	-	AGA_RS00960	WP_059024559.1	153	Lrp/AsnC family transcriptional regulator
I	NZ_LN609302.1	198609	199073	-	-	-	AGA_RS00965	WP_059022619.1	154	30S ribosome-binding factor RbfA
I	NZ_LN609302.1	199070	201742	-	-	-	AGA_RS00970	WP_059022620.1	890	translation initiation factor IF-2
I	NZ_LN609302.1	201739	202389	-	-	-	AGA_RS00975	WP_059022621.1	216	RNA-binding protein
I	NZ_LN609302.1	202404	203951	-	-	-	AGA_RS00980	WP_059022622.1	515	transcription termination/antitermination protein NusA
I	NZ_LN609302.1	203982	204560	-	-	-	AGA_RS00985	WP_059022623.1	192	ribosome maturation factor RimP
I	NZ_LN609302.1	204822	205409	+	-	-	AGA_RS00990	WP_059024560.1	195	hypothetical protein
I	NZ_LN609302.1	205406	206680	+	-	-	AGA_RS00995	WP_059022624.1	424	ATP-dependent Clp protease ATP-binding subunit
I	NZ_LN609302.1	206723	207688	+	-	-	AGA_RS01000	WP_059022625.1	321	hypothetical protein
I	NZ_LN609302.1	207764	208681	-	-	-	AGA_RS01005	WP_059022626.1	305	LysR family transcriptional regulator
I	NZ_LN609302.1	208934	210487	-	-	-	AGA_RS01010	WP_059022627.1	517	ABC transporter permease subunit
I	NZ_LN609302.1	210484	211245	-	-	glnQ	AGA_RS01015	WP_059022628.1	253	amino acid ABC transporter ATP-binding protein
I	NZ_LN609302.1	211310	214003	-	-	-	AGA_RS01020	WP_059022629.1	897	aconitate hydratase AcnA
I	NZ_LN609302.1	214305	214946	+	-	-	AGA_RS01025	WP_059024561.1	213	heme ABC exporter ATP-binding protein CcmA
I	NZ_LN609302.1	214943	215611	+	-	-	AGA_RS01030	WP_059022630.1	222	heme exporter protein CcmB
I	NZ_LN609302.1	215708	216457	-	-	-	AGA_RS01035	WP_059022631.1	249	YfdX family protein
I	NZ_LN609302.1	216685	217815	-	-	-	AGA_RS01040	WP_059022632.1	376	type III PLP-dependent enzyme
I	NZ_LN609302.1	218266	219306	+	-	-	AGA_RS01045	WP_083503493.1	346	YihY/virulence factor BrkB family protein
I	NZ_LN609302.1	219331	219942	-	-	-	AGA_RS01050	WP_059022633.1	203	septal ring lytic transglycosylase RlpA family protein
I	NZ_LN609302.1	220187	220642	+	-	-	AGA_RS01055	WP_048854779.1	151	MULTISPECIES: type II 3-dehydroquinate dehydratase
I	NZ_LN609302.1	220639	221097	+	-	-	AGA_RS01060	WP_059022634.1	152	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
I	NZ_LN609302.1	221097	222440	+	-	-	AGA_RS01065	WP_059022635.1	447	acetyl-CoA carboxylase biotin carboxylase subunit
I	NZ_LN609302.1	222562	224064	-	-	-	AGA_RS01070	WP_059022636.1	500	sugar porter family MFS transporter
I	NZ_LN609302.1	224541	226409	+	-	-	AGA_RS01075	WP_059022637.1	622	phosphomethylpyrimidine synthase ThiC
I	NZ_LN609302.1	226491	227021	-	-	-	AGA_RS01080	WP_059022638.1	176	hypothetical protein
I	NZ_LN609302.1	227111	227455	+	-	-	AGA_RS01085	WP_083503494.1	114	cupredoxin domain-containing protein
I	NZ_LN609302.1	227459	228280	+	-	-	AGA_RS01090	WP_059022639.1	273	iron permease
I	NZ_LN609302.1	228336	228857	+	-	-	AGA_RS01095	WP_059022640.1	173	sugar ABC transporter substrate-binding protein
I	NZ_LN609302.1	230776	231501	-	-	-	AGA_RS01105	WP_059022641.1	241	CbtA family protein
I	NZ_LN609302.1	231531	231749	-	-	-	AGA_RS01110	WP_048854940.1	72	MULTISPECIES: CbtB-domain containing protein
I	NZ_LN609302.1	234077	235027	+	-	-	AGA_RS01120	WP_059024563.1	316	LysR family transcriptional regulator
I	NZ_LN609302.1	235191	236477	+	-	-	AGA_RS01125	WP_059022642.1	428	4-aminobutyrate--2-oxoglutarate transaminase
I	NZ_LN609302.1	237143	237442	+	-	-	AGA_RS13325	WP_083503495.1	99	hypothetical protein
I	NZ_LN609302.1	238079	238558	-	-	-	AGA_RS01140	WP_059024564.1	159	Holliday junction resolvase RuvX
I	NZ_LN609302.1	238638	238925	+	-	-	AGA_RS01145	WP_025828657.1	95	MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
I	NZ_LN609302.1	238925	240412	+	-	gatA	AGA_RS01150	WP_059022644.1	495	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
I	NZ_LN609302.1	240409	241863	+	-	gatB	AGA_RS01155	WP_059022645.1	484	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
I	NZ_LN609302.1	242373	244166	-	-	-	AGA_RS01165	WP_059022646.1	597	ABC transporter ATP-binding protein
I	NZ_LN609302.1	244305	245063	+	-	-	AGA_RS01170	WP_083503496.1	252	endonuclease III
I	NZ_LN609302.1	245071	246108	-	-	-	AGA_RS01175	WP_059022648.1	345	ferrochelatase
I	NZ_LN609302.1	246191	247231	-	-	-	AGA_RS01180	WP_083503653.1	346	A/G-specific adenine glycosylase
I	NZ_LN609302.1	247358	247786	+	-	-	AGA_RS01185	WP_059022649.1	142	DUF721 domain-containing protein
I	NZ_LN609302.1	247952	248176	+	-	-	AGA_RS01190	WP_059022650.1	74	hypothetical protein
I	NZ_LN609302.1	248247	249326	+	-	-	AGA_RS01195	WP_059022651.1	359	lytic transglycosylase domain-containing protein
I	NZ_LN609302.1	249469	251457	+	-	-	AGA_RS01200	WP_083503497.1	662	hypothetical protein
I	NZ_LN609302.1	251636	252172	+	-	-	AGA_RS01205	WP_059024566.1	178	DUF3576 domain-containing protein
I	NZ_LN609302.1	252239	254857	+	-	-	AGA_RS01210	WP_059022653.1	872	leucine--tRNA ligase
I	NZ_LN609302.1	254857	255552	+	-	-	AGA_RS01215	WP_059022654.1	231	hypothetical protein
I	NZ_LN609302.1	255571	256584	+	-	-	AGA_RS01220	WP_059022655.1	337	DNA polymerase III subunit delta
I	NZ_LN609302.1	257289	258389	+	-	-	AGA_RS01225	WP_059022656.1	366	hypothetical protein
I	NZ_LN609302.1	261279	262967	+	-	-	AGA_RS01235	WP_059022657.1	562	aspartate-alanine antiporter
I	NZ_LN609302.1	263277	264554	+	-	-	AGA_RS01240	WP_059022658.1	425	MFS transporter
I	NZ_LN609302.1	264551	265255	-	-	-	AGA_RS01245	WP_059022659.1	234	sel1 repeat family protein
I	NZ_LN609302.1	265291	267597	-	-	-	AGA_RS01250	WP_059022660.1	768	TonB-dependent receptor
I	NZ_LN609302.1	267650	267847	+	-	-	AGA_RS01255	WP_059022661.1	65	hypothetical protein
I	NZ_LN609302.1	268834	269271	+	-	-	AGA_RS01265	WP_059022662.1	145	TonB system transport protein ExbD
I	NZ_LN609302.1	269268	270113	+	-	-	AGA_RS01270	WP_059022663.1	281	energy transducer TonB
I	NZ_LN609302.1	270240	270848	+	-	-	AGA_RS01275	WP_059022664.1	202	superoxide dismutase
I	NZ_LN609302.1	270855	271922	-	-	-	AGA_RS01280	WP_059022665.1	355	nitronate monooxygenase
I	NZ_LN609302.1	272279	272650	+	-	-	AGA_RS01285	WP_059022666.1	123	hypothetical protein
I	NZ_LN609302.1	272940	274550	-	-	-	AGA_RS01290	WP_007397838.1	536	MULTISPECIES: IS66 family transposase
I	NZ_LN609302.1	274614	274961	-	-	-	AGA_RS01295	WP_010510701.1	115	MULTISPECIES: IS66 family insertion sequence element accessory protein TnpB
I	NZ_LN609302.1	274958	275257	-	-	-	AGA_RS01300	WP_080986850.1	99	MULTISPECIES: hypothetical protein
I	NZ_LN609302.1	275879	278014	-	-	-	AGA_RS01305	WP_059024567.1	711	hypothetical protein
I	NZ_LN609302.1	278176	278424	-	-	-	AGA_RS01310	WP_059022667.1	82	DUF2274 domain-containing protein
